,Artist,Song Title,Lyrics,Year,word_count
210,JAY-Z,Dirt Off Your Shoulder, you are now tuned into the muhfucking greatest jigga turn the music up in the headphones jigga tim you can go and brush your shoulder off nigga i got you yeah uhh if you feeling like a pimp nigga go and brush your shoulders off ladies is pimps too go and brush your shoulders off niggas is crazy baby do not forget that boy told you get that dirt off your shoulder i probably owe it to yall probably be locked by the force trying to hustle some things that go with the porsche feeling no remorse feeling like my hand was forced middle finger to the law nigga gripping my balls said the ladies they love me from the bleachers they screaming all the ballers is bouncing they like the way i be leaning all the rappers be hating off the track that i am making but all the hustlers they love it just to see one of us make it came from the bottom of the bottom to the top of the pops nigga london japan and i am straight off the block like a running back get it man i am straight off the block i can run it back nigga cause i am straight with the roc if you feeling like a pimp nigga go and brush your shoulders off ladies is pimps too go and brush your shoulders off niggas is crazy baby do not forget that boy told you get that dirt off your shoulder you going to get that dirt off your shoulder you going to get that dirt off your shoulder you going to get that dirt off your shoulder you going to get that dirt off your shoulder your homie hov in position in the kitchen with soda i just whipped up a watch trying to get me a rover trying to stretch out the coca like a wrestler yessir keep the heckler close you know them smokers will test ya but like 52 cards went out i am through dealing now 52 bars come out now you feel em now 52 cars roll out remove ceiling in case 52 broads come out now you chilling with a boss bitch of course sc on the sleeve at the 40 40 club espn on the screen i paid a grip for the jeans plus the slippers is clean no chrome on the wheels i am a grownup for real if you feeling like a pimp nigga go and brush your shoulders off ladies is pimps too go and brush your shoulders off niggas is crazy baby do not forget that boy told you get that dirt off your shoulder you going to get that dirt off your shoulder you going to get that dirt off your shoulder you going to get that dirt off your shoulder you going to get that dirt off your shoulder your boy back in the building brooklyn we back on the map me and my beautiful beeitch in the back of that bach i am the realest to run it i just happen to rap i are not going to clap at em niggas scared of that black i drop that black album then i back out it as the best rapper alive nigga ask bout me from bricks to billboards from grams to grammy is from o is to opposite of orphan annie you going to pardon jay for selling out the garden in a day i am like a young marvin in his hey i am a hustler homie you a customer crony got some dirt on my shoulder could you brush it off for me if you feeling like a pimp nigga go and brush your shoulders off ladies is pimps too go and brush your shoulders off niggas is crazy baby do not forget that boy told you get that dirt off your shoulder you going to get that dirt off your shoulder you going to get that dirt off your shoulder you going to get that dirt off your shoulder you going to get that dirt off your shoulder you are now tuned into the mufucking greatest best rapper alive best rapper alive,2004.0,701
211,Ruben Studdard,Sorry 2004, i am sorry i am sorry it is like i missed a shot it is like i dropped the ball damn i am sorry it is like i am on stage and i forgot the words damn i am sorry it is like building a new house with no roof and no doors damn i am sorry it is like trying to propose and i are not got the ring ooh damn i am sorry but girl i have apologized a million times before i will apologize a million more so here it comes again for all the wrong i have done so get ready babe here is one million one girl this is my sorry for 2004 and i are not going to mess up no more this year i am a take this one chance and make it real clear i am sorry for may and i am sorry for june for real and i am sorry for july i am in case i do not tell you august september october november notill your december i am sorry i am sorry 2004 its like staying out at night had way too much to drink damn i am sorry it is like you change your hair and i do not say a thing damn i am sorry it is like we are falling fast asleep with no kiss and before we hit yeah i am sorry and it is like i forgot your gift on 02 14 03 damn so sorry but girl i have apologized a million times before i will apologize a million more so here it comes again for all the wrong i have done so get ready babe here is one million one girl this is my sorry for 2004 and i are not going to mess up no more this year i am a take this one chance i am a take my time and make it real clear i am sorry for may and i am sorry for june for real and i am sorry for july i am in case i do not tell you august september october november notill your december i am sorry i am sorry 2004 i am sorry for the way that i did you i am sorry from the bottom of my heart for how i hurt you girl i am sorry on the weekends sorry on the weekdays sorry for the things i did sorry for the things i said sorry for the lies sorry for the time that i did not get you what you want that i did not get you what you like what can i do to tell you that i am sorry babe sorry sorry oohh wooh all them strip clubs all them hot tubs i am gone give them up cause i do not want to lose your love girl this is my sorry for 2004 and i are not going to mess up no more this year i am a take this one chance and make it real clear i am sorry for may and i am sorry for june for real and i am sorry for july i am in case i do not tell you august september october november notill your december i am sorry i am sorry 2004 girl this is my sorry for 2004 sorry 2004 girl this is my sorry for 2004 sorry 2004,2004.0,570
212,Petey Pablo,Freek-A-Leek, let is take some calls from the request line caller number 1 hey man what is up this dominique from shady knoll trailer park what is up dominique i want to hear that song from little jon and petey pablo aight i got that coming right up for ya now shout out the radio station that gave ya what ya wanted w boom boom beat baby how you like it daddy would ya do it from the front how you like it daddy would ya do it from the back how you like it daddy going to break it down like that uh how you like it daddy would ya do it from the front how you like it daddy would ya take it from the back how you like it daddy going to break it down like that uh twentyfour thirtyfour fortysix good and thick and what you give her she will work wit it she will work wit it pretty face and some cute lips earing in her tongue and she know what to do with it she know what to do wit it made a name for herself and she do her shit well and know how to keep her business to herself come over anytime nigga call check 1 oclock 2 oclock ding dong and she right there and she know why she came here and she know where clothes suppose to be off and over there sniff a little coke take a little x smoke a little weed drink a little bit i need a girl i could freak wit freak wit and want to try shit and are not scared of a big dick big dick and love to get her pussy licked by another bitch cause i are not drunk enough to do that shit freekaleek how you like it daddy shamika kiesha tara freekaleek how you like it daddy shawna sabrina crystal darhonda freekaleek how you like it daddy lisa felicia tonisha shavon freekaleek how you like it daddy monica monique christina yolonda i need to know a whole lot that could teach me broad need a ding dong stick a tongue and take her to ball i had to gon head do that for her i am spoiled and i do not like to work that hard i like to lay back relax and enjoy my turn let my eyes roll back and my toes curl i love when you do that girl til it come time for me to have to give her hers tell me what you want do you want it missionary with your feet crammed to the headboard do you want it from the back with your face in the pillow so you could yell as loud as you want to do you want it on the floor do you want it on the chair do you want it over here do you want it over there do you want it in your pussy do you want it in your ass i could give you anything you can handle freekaleek how you like it daddy shamika kiesha tara freekaleek how you like it daddy shawna sabrina crystal darhonda freekaleek how you like it daddy lisa felicia tonisha shavon freekaleek how you like it daddy monica monique christina yolonda how you like it daddy would ya do it from the front how you like it daddy would ya do it from the back how you like it daddy going to break it down like that uh how you like it daddy would ya do it from the front how you like it daddy would ya take it from the back how you like it daddy going to break it down like that uh hey i appreciate that homeboy not a problem you know i do it cause i love ya now i got to give a shout out to seagram is gin cause i drink it and they paying me for it freekaleek shamika kiesha tara freekaleek shawna sabrina crystal darhonda freekaleek lisa felicia tonisha shavon freekaleek monica monique christina yolonda freekaleek how you like it daddy shamika kiesha tara freekaleek how you like it daddy shawna sabrina crystal darhonda freekaleek how you like it daddy lisa felicia tonisha shavon freekaleek how you like it daddy monica monique christina yolonda doubleu boom boom beat the radio station that plays all the new hip hop and randb that was the new freekaleek by petey pablo something to put a little razzle to your dazzle a little pimp in your step we going to keep it going and we are going to play another one of the songs off of the album this one right here one of my personal favorites featuring young buck from ggunit,2004.0,796
213,J-Kwon,Tipsy, teen drinking is very bad yo i got a fake id though yeah yeah yeah yo two step with me two step with me one here comes the two to the three to the four everybody drunk out on the dance floor baby girl ass jiggle like she want more like she a groupie and i are not even on tour maybe because she heard that i rhyme hardcore or maybe because she heard that i buy out the stores bottom of the ninth and a nigga going to score if not i going to move on to the next whore here comes the three to the two to the one homeboy tripping he do not know i got a gun when it come to pop man we do shit for fun you are not got one nigga you better run now i am in the back getting head from my hun while she going down i am bragging on what i done she smoking my blunt saying she are not having fun bitch give it back now you do not get none now everybody in this bitch getting tipsy everybody in this bitch getting tipsy now everybody in this bitch getting tipsy everybody in this bitch getting tipsy now everybody in this bitch getting tipsy everybody in this bitch getting tipsy now everybody in this bitch getting tipsy everybody in this bitch getting tipsy two here comes the three to the four to the five now i am looking at shorty right in her eyes couple seconds pass now i am looking at her thighs while she telling me how much she hate her guy say she got a kid but she got her tubes tied girl you twentyone girl that is alright i am wondering if a shake coming with them fries if so baby can i get em supersized here comes the four to the three to the two she started feeling on my johnson right out the blue girl you super thick so i am thinking that is cool but instead of one life hat i need two her eyes got big when she glanced at my jewels expression on her face like she are not got a clue then she told me she do not run with the crew you know how i do but that is just what i going to do now everybody in this bitch getting tipsy everybody in this bitch getting tipsy now everybody in this bitch getting tipsy everybody in this bitch getting tipsy now everybody in this bitch getting tipsy everybody in this bitch getting tipsy now everybody in this bitch getting tipsy everybody in this bitch getting tipsy three here comes the four to the five to the six self explanatory i are not going to say i am rich yes single man i are not trying to get hitched liquor wasted on me man son of a bitch brushed itit off now i am back to getting lit with some orange juice man this some good ish homeboy tripping because i am staring at his chick now he on the sideline staring at my clique here comes the five to the four to the three hands in the air if you cats drunk as me club owner said kwon put out those trees dude i do not care i am a pimp now everybody in this bitch getting tipsy everybody in this bitch getting tipsy now everybody in this bitch getting tipsy everybody in this bitch getting tipsy now everybody in this bitch getting tipsy everybody in this bitch getting tipsy now everybody in this bitch getting tipsy everybody in this bitch getting tipsy everybody in this bitch getting tipsy everybody in this bitch getting tipsy everybody in this bitch getting tipsy everybody in this bitch getting tipsy,2004.0,641
214,Ludacris,Splash Waterfalls, + sandy coffee ohh ohh ohh say it make love to me ohh ohh ohh what fuck mee ohh ohh ohh say it make love to me ohh ohh ohh what fuck mee i am bout to throw some game they both one and the same cupid is the one to blame say it make love to me i am bout to shed some light cause each and every night you going to do it right what fuck mee they want it nice and slow kiss em from head to toe relax and let it go say it make love to me they want it now and fast grabbin and smackin ass you going to make it last what fuck mee together holdin hands you out there spendin grands and makin family plans say it make love to me do not have to straighten facts do not want no strings attached just scratches on your back what fuck mee ex is are not actin right and you so glad to fight dinner is by candlelight say it make love to me she got a nigga whipped down to ya fingertips tryin that freaky shit what fuck mee turn on some babyface just for your lady is sake you call her babycakes say it make love to me know how to mack a broad she is on your sack and balls you call her jabberjaws what fuck mee you bout to buy a ring she needs the finer things gucci designer frames say it make love to me purchase a nasty flick wrap up and tie her quick know how to drive a stick what fuck mee you both unite as one you the moon and she is your sun your heart is a beating drum say it make love to me you better not of came she want to feel the pain then hear her scream your name what fuck mee follow this dicktionary you are both some visionaries then do it missionary say it make love to me i hear em call da wild and do it all the while doggy and froggy style what fuck mee you in between the sheets lickin and eatin sweets and what you find you keep say it make love to me you do it standin up orgasms hand em up yall just do not give a fuck what fuck mee you want to tell the world cause she is your favorite girl your diamond and your pearl say it make love to me nobody has to know just keep it on the low and meet em right at fo what fuck mee nothingg but fights and fussin plus there is a lot of cussin just grab ahold of somethin say it make love to me yall do that bad stuff she like it rammed up ropes and handcuffs what fuck mee ,2004.0,479
215,Twista,Overnight Celebrity, oh you did not think we could do it again twista kanye west from po pimping to popping tags from champions to slow jamming oh baby we can even make you a overnight celebrity know what i am saying come on why do not we play something these hoes will like drive whips i know they like twista you told her right i could make you a celebrity overnight give you ice like kobe wife we sorta like goldie right the way we mold em right i could make you a celebrity overnight girl i see you in them apple bottom jeans chinchilla on your back i want to know your name girl i am twista i could blow your brains put you in a chameleon 04 range still sexy when you smoke that flame jerk it like a chicken when you throw that thing she got me hotter than a oven the way that she talk switching to freaky so i am loving the way that she walk you looking good girl you oughta be in pictures listen to me i see your career going sky high taking you home to the crib in the chi and everytime i see your thighs i cry when i drive by watching you should be a thrill got the fellas on some johnny gill steady screaming my my my my walk on the carpet with the diamonds that flick in the dark kicking it on the couch at 106 and park i can see your beauty on the big screen i can see me freaking you with whipped cream i can see you on stage at the awards with a dress better than jennifer is and doing big things kick it with me i can mold your life you looking good girl show you right dre told me you the prototype i can make you a celebrity overnight why do not we play something these hoes will like drive whips i know they like twista you told her right i could make you a celebrity overnight give you ice like kobe wife we sorta like goldie right the way we mold em right i could make you a celebrity overnight why do not we play something these hoes will like drive whips i know they like twista you told her right i could make you a celebrity overnight give you ice like kobe wife we sorta like goldie right the way we mold em right i could make you a celebrity overnight you want fame you can take that path candlelights fore you take a bath you got such a sensational ass i am going to get you jimmy choo and marc jacob bags i can cop her a 2003 make her smile when she sees spre is i can get you on cds and dvds take you to bebe is and bcbg i can get you into places to be into the people to know or show you things to get into i want to be your lover and your confidant and protect you from others do not ever let a brother pimp you if you want the style you can get ya girl yall take a look at her she got such an astonishing body i can see ya in some gucci or robert cavalli and i bet she gon put a hurt on em hard in the party and you know you kill em in the club we go you was born to be a pro how you know who is taking photos and i love you cause you freaky with the door closed drop it to the flo let that go when you roll slow and i love it when i hit it from the back and you get on top of me and have a brother goinggirl i love how you roll me right i can make you a celebrity overnight why do not we play something these hoes will like drive whips i know they like twista you told her right i could make you a celebrity overnight give you ice like kobe wife we sorta like goldie right the way we mold em right i could make you a celebrity overnight you see see baby girl you see how you make a brother break down i just going to ask you what you need what you need from me oh you want to be a star are you messing with the right one i can take you there i can make sure you have got all the finest things let me be your manager come here girl i could see you bored tell you you are the queen that i see you for take you shopping on sprees in stores i am going to get you to the mtv awards we about to do a show tonight you looking good girl show you right take you places i know you like i could make you a celebrity overnight come here girl you could hang if you bored we could do plenty things plus more i am about to have you changing in stores i can even get you to the soul train awards we about to do a show tonight you looking good girl show you right take you places i know you like i could make you a celebrity overnight,2004.0,896
217,Avant,Read Your Mind, listen i been waiting to tell you this you are more than a man could ever want wait a minute just let me listen bomp bompbomp bompbompbomp mm bomp bompbomp bompbomp mm yeahyeah yeah yeahh bomp bompbomp bompbompbomp mm bomp bompbomp bompbomp mm yeah babe i stepped in the club in your hood i slowly turned left and there you stood you and your friends talking but when our eyes connect i knew then it was just like twoways on beam i am your king be my queen and what do you want to do tonight my truck is parked out front so let is ride i can read your mind babe ohh i know what you are thinking i know what you are thinking babe it is alright with me baby it is alright yes i can read your mind babe i can i know what you are thinking i know what you are thinking baby it is alright with me yeah yeah it is alright yes so baby take a ride with me and i will fulfill all your fantasies and when the rain starts pouring down then all the love that is lost will be found i will make your mind lose control over your body that is my goal so baby just come down here just let the gravity pull you near i can read your mind babe i can i know what you are thinking i know what you are thinkin it is alright can you feel me yeah it is alright yes ooh baby i can read your mind babe just me and you right now i know what you are thinking i got an idea babe yeah it is alright ohh yeah it is alright yes i know you want to rub i know you want to touch i know you want to feel so baby keep it real i know you want to see i know you want to be in my bed grinding slowly i know you want to rub i know you want to touch i know you want to feel so baby keep it real i know you want to see i know you want to be in my bed grinding slowly i can read your mind babe i can read it i know what you are thinking and i know it is alright you see i know that you know because i can feel it too babe it is alright yes i can read your mind babe just me and you yeah i know what you are thinking i know yeah it is alright ohh ohh yes it is alright yes i want to love baby that is what i want to do to you i want to feel you if you come if you come i want to love baby oh ohhyeah i want to feel you i want to feel you girl i want to love baby come on and go with me i want you to stay with me i want to feel you cause it is alright with me listen baby come on and go with me i want to love baby,2004.0,528
218,R. Kelly,Step In The Name Of Love, many lovers has come and many lovers have gone similar to an old fashion song a thousand years from now we will be still putting it down my baby you can change the frame but the picture remains the same similar to the sun after the rain thousand years from now we will be still putting it down my baby baby girl in other words for ever more i will be here i will be here cause my whole has been full of joy every since you came heregirl my whole world goes around because you spin me yeah spin me and every time we are done making love girl you makes me want to some believes in love and some people do not similar to a story when it is told a thousand years from now we will be still putting down my baby some have cross the finish line and some gave up it is like moving a mountain love can be just that tough yeah a thousand years from now we will be still putting it down my baby baby girl in other words for ever more i will be here i will be here cause my whole has been full of joy since you came heregirl my whole world goes around because you spin me yeah spin me and every time we are done making love girl you makes me want to now we going to play a little game and this game is for all of those who know how to follow the rules of this game aight listen when i sing i want everybody out there to do what ever i sing aight come on here we go step step side to side round and round dip it now separate bring it back let me see you do the love slide step step side to side round and round dip it now separate bring it back let me see you do the love slide my whole world goes around because you spin me yeah spin me and every time we are done making love girl you makes me want to my whole world goes around because you spin me yeah spin me and every time we are done making love girl you makes me want to listen love brought us together so keep on stepping because love is going to last forever clap in the name of love let is step out hit the club dj is rocking that song for us if anybody ask why we are stepping tell them that we did it for love dedicated to uncle henry lovethank you ohh i love you thank you,2004.0,445
219,Kanye West Featuring Syleena Johnson,All Falls Down, oh when it all it all falls down yeah this the real one baby i am telling you all it all falls down uh chitown stand up oh when it all it all falls down southside southside we gon set this party off right i am telling you all it all falls down westside westside we gon set this party off right oh when it all man i promise she is so selfconscious she has no idea what she doing in college that major that she majored in do not make no money but she will not drop out her parents will look at her funny now tell me that are not insecurr the concept of school seems so securr sophomore three yurrs are not picked a carurr she like fuck it i will just stay down hurr and do hair cause that is enough money to buy her a few pairs of new airs cause her baby daddy do not really care she is so precious with the peer pressure could not afford a car so she named her daughter alexis she had hair so long that it looked like weave then she cut it all off now she look like eve and she be dealing with some issues that you can not believe single black female addicted to retail and well oh when it all it all falls down and when it falls down who you gon call now i am telling you all it all falls downcome oncome on and when it falls down oh when it all man i promise i am so selfconscious that is why you always see me with at least one of my watches rollie is and pasha is done drove me crazy i can not even pronounce nothingg pass that versaysee then i spent four hundred bucks on this just to be like nigga you are not up on this and i can not even go to the grocery store without some ones that is clean and a shirt with a team it seem we living the american dream but the people highest up got the lowest selfesteem the prettiest people do the ugliest things for the road to riches and diamond rings we shine because they hate us floss because they degrade us we tryna buy back our 40 acres and for that paper look how low we will stoop even if you in a benz you still a nigga in a coupe oh when it all it all falls down come on come on i am telling you all it all falls down and when it falls down who you gon call now oh when it all it all falls down come on come on i am telling you all it all falls down and when it all falls down i say fuck the police that is how i treat em we buy our way out of jail but we can not buy freedom we will buy a lot of clothes but we do not really need em things we buy to cover up what is inside because they made us hate ourself and love they wealth that is why shorty is hollering where the ballers at drug dealer buy jordan crackhead buy crack and the white man get paid off of all of that but i are not even gon act holier than thou because fuck it i went to jacob with 25 thou before i had a house and i would do it again cause i want to be on 106 and park pushing a benz i want to act ballerific like it is all terrific i got a couple pastdue bills i will not get specific i got a problem with spending before i get it we all selfconscious i am just the first to admit it oh when it all it all falls downcome oncome on and when it falls down who you gon call now i am telling you all it all falls downcome oncome on and when it falls down oh when it all it all falls down southside southside we gon set this party off right i am telling you all it all falls down westside westside we gon set this party off right oh when it all it all falls down chitown chitown we gon show em how we get down i am telling you all it all falls down now syleena you just like a safe belt you saved my lifecome on oh when it all it all falls down i am telling you all it all falls down ,2004.0,769
220,Jagged Edge,Walked Outta Heaven, i am rolling down a lonely highway asking god to please forgive me for messing up the blessing he gave to me i see everything clearer now the nights is black as black as its ever been without my girl i am going to lose it i pray that he would just shed his grace on me i need just to be back with my baby feels like i just walked right out of heaven feels like i have damn near thrown my life away heyyeahyea scared just like a child that is lost at seven do not know what to do get back right wit you feels like i just walked right out of heaven feels like i have damn near thrown my life away heyyeahyea scared just like a child that is lost at seven do not know what to do feels like i just walk right out of heaven see my mama told me that is if its meant to be she will come back and she will forgive me and the best thing i can do it to just let her let her go i know i do not want to do it but if i continue to push she will just pull away and i know that in my heart its a reality i did not treat her like she wanted to be treated and i hope that shes not gone for good no no feels like i just walked right out of heaven feels like i have damn near thrown my life away heyyeahyea scared just like a child that is lost at seven do not know what to do get back right wit you feels like i just walked right out of heaven feels like i have damn near thrown my life away heyyeahyea scared just like a child that is lost at seven do not know what to do feels like i just walk right out of heaven hey girl waiting for you all the time suppose to move on with my life and girl i tried and i tried i feel like i can not walk i feel like i can not talk girl i do not know what to do get back right with you i feel like i just walked outta heaven if u ever loved somebody and if you ever had somebody but you know that you hurt that somebody let me here you sayyeah feels like i just walked right out of heaven feels like i have damn near thrown my life away heyyeahyea scared just like a child that is lost at seven do not know what to do get back right wit you feels like i just walked right out of heaven feels like i have damn near thrown my life away heyyeahyea scared just like a child that is lost at seven do not know what to do feels like i just walk right out of heaven,2004.0,493
223,Ying Yang Twins Featuring Lil Jon & The East Side Boyz,Salt Shaker, shawty crunk on the floor wide open skeet so much they call her billy ocean roll like an 18wheeler that ho fine but this ho a killer she is leaking she is soaking wet she leaking soaking wet shake it like a salt shaker shake it like a salt shaker shake it like a salt shaker shake it like a salt shaker ppopping till you percolate first booty on duty no time to wait make it work with your wet tshirt bitch you going to shake it till your calf muscle hurt say the heels on your feet strap around your ankles jegga jegga jegga call that bitch bojangles juicy like fruit or douche like coup deville lucy get loose on the goose for real five dollars get your ass a table dance if you got 10 then bring a friend ho shake your ass till the song end if you are not wit it well go on then we are not no boys we grown men if you are not going to dance well do not then why you want to waste a nigga is song then sitting your ass down doing nothinggg shawty crunk on the floor wide open skeet so much they call her billy ocean roll like an 18wheeler that ho fine but this ho killer she is leaking she is soaking wet she leaking soaking wet shake it like a salt shaker shake it like a salt shaker shake it like a salt shaker shake it like a salt shaker face the wall shawty put your hands on it bounce that ass up and down make a nigga want it face the wall shawty put your hands on it bounce that ass up and down make a nigga want it roll that ass round and round like a motherfucking wheel shake that shit this are not no motherfuckin drill roll that ass round and round like a motherfucking wheel shake that shit this are not no motherfucking drill get crunk with get loose with it like short said let bruce bruce hit it get crunk with it get loose with it like short said let bruce bruce hit it shake that ass real fast then stop shake that ass real fast then stop shake that ass real fast then drop shake that ass real fast then drop shawty crunk on the floor wide open skeet so much they call her billy ocean roll like an 18wheeler that ho fine but this ho a killer she is leaking she is soaking wet she leaking soaking wet shake it like a salt shaker shake it like a salt shaker shake it like a salt shaker shake it like a salt shaker shake it like a dollar 5 or 10 but what would you do for a twenty twen get on the stage shake that ass then get on the pole do a backbend i like that do it again here is another 10 bitch do it again work it like a game that you playing to win make that pussy fart for the ying yang twins 16 bitches in thongs in 1 club the home of the thick redbones and big butts game spitting bitches splitting all on the floor bonafide can not deny it certified pro on the pole upside down is she for real 69ed plenty of times to pay her bills by day she is a clerk by night she turn stripper you are not even dating you just trying so you can tip her shawty crunk on the floor wide open skeet so much they call her billy ocean roll like an 18wheeler that ho fine but this ho a killer she is leaking she is soaking wet she leaking soaking wet shake it like a salt shaker shake it like a salt shaker shake it like a salt shaker shake it like a salt shaker ,2004.0,653
224,Usher And Alicia Keys,My Boo, there is always that one person that will always have your heart you never see it coming because you are blinded from the start know that you are that one for me it is clear for everyone to see oh baby ooh you will always be my boo see i do not know bout yall but i know about us and uh it is the only way we know how to rock i do not know bout yall but i know about us and uh it is the only way we know how to rock do you remember girl i was the one who gave you your first kiss because i remember girl i was the one who said put your lips like this even before all the fame and people screaming your name girl i was there when you were my baby it started when we were younger you were mine my boo now another brother is taken over but it is still in your eyes my boo even though we used to argue it is alright my boo i know we have not seen each other in a while but you will always be my boo i was in love with you when we were younger you were mine my boo and i see it from time to time i still feel like my boo and i can see it no matter how i try to hide my boo and even though there is another man who is in my life you will always be my boo yes i remember boy because after we kissed i could only think about your lips yes i remember boy the moment i knew you were the one i could spend my life with even before all the fame and people screaming your name i was there and you were my baby it started when we were younger you were mine my boo now another brother is taken over but it is still in your eyes my boo even though we used to argue it is alright my boo i know we have not seen each other in a while but you will always be my boo i was in love with you when we were younger you were mine my boo and i see it from time to time i still feel like my boo and i can see it no matter how i try to hide my boo and even though there is another man who is in my life you will always be my oh my oh my oh my oh my my boo my oh my oh my oh my oh my boo it started when we were younger you were mine my boo now another brother is taken over but it is still in your eyes my boo even though we used to argue it is alright my boo i know we have not seen each other in a while but you will always be my boo i do not know about yall but i know about us and uh it is the only way we know how to rock i do not know about yall but i know about us and uh it is the only way we know how to rock it started when we were younger my boo,2004.0,554
225,Monica,U Should've Known Better, i did not ask to go with you to mexico i really did not need the shopping spree in la or melrose boy if you did not know it well now you know i did not need the furs or the jewelry because material things it do not mean much to me and ever since you have been gone i have been holding us down on my own and no i never ever cheated i never ever lied so you can stop asking asking me why why i never left you and why i kept it real and why i am still with you you should have known better than to think i would leave you should have known better than to doubt me me it do not matter if you are up matter if you are down either way i am going to be around you should have known that i would stay by your side should have known your girl was going to ride or die and it just do not matter if you are rich or poor out or in doing 5 to 10 you should have known better what makes you think that i would forget about ya think about it who comes to see ya every saturday and monday i was on that receiver it is me me your girl girl your life life your world world my family and friends they just do not understand they say i should leave you alone but i say that they all should just leave us alone do not you get it i never ever cheated i never ever lied so you can stop asking asking me why why i never left you and why i kept it real and why i am still with you you should have known better than to think i would leave you should have known better do not you doubt me than to doubt me it do not matter if you are up matter if you are down either way i am going to be around you should have known that i would stay by your side should have known your girl was going to ride or die and it just do not matter do not matter to me babe if you are rich or poor out or in doing 5 to 10 you should have known better you should have known better than to think i would leave you should have known better than to doubt me it do not matter if you are up matter if you are down either way i am going to be around you should have known that i would stay by your side should have known your girl was going to ride or die and it just do not matter if you are rich or poor out or in doing 5 to 10 you should have known better,2004.0,483
226,Nelly Featuring Jaheim,My Place, i used to pride myself on being the other man but now it is flipped and i do not want you with no other man why can not you understand that anything i am offering i gave you the world but you just wanted arguing from the time i picked you up until the time i dropped you off again even if flipped out on at the mall again it is all his fault again that is what you are telling all your friends i are not pointing fingers ma i just want to call again see how your day going i know they stressing on you i know them times get hard that is why i am checking on you it is yours truly ma i got a little message for you anything he can do girl i can do better for you because when we laugh or we cry it is together through the rain and the stormiest weather we gon still be as one it is forever it is forever it is forever will not you come on and go with me come and go with me oh girl come on over to my place my place my place will not you sit yourself down and take a seat and let me ease your mind girl we gon do it our way our way i heard your friend tell a friend that told a friend of mine that you was thinking that we should do it one more time if this are not the truth then hopefully it is not a lie because i are not got no issue with hitting that another time we never had a problem with getting it done disagreed upon a lot ma but the sex was not one now check it i know you get excited still when i come around and bite it girl quit frowning up and quit acting like you do not like it i like it i know you like i like it you really like it i really really like it i want it i know you want it adore it adore it so come let me enjoy it when we laugh or we cry it is together through the rain and the stormiest weather we gon still be as one it is forever it is forever it is forever will not you come on and go with me come and go with me oh girl come on over to my place my place my place will not you sit yourself down and take a seat and let me ease your mind girl we gon do it our way our way shorty where you been feels like a long time long long time since i seen you yes it has girl and i know i said some fuckedup things to you before but girl you know i did not mean it i am sorry i never meant one single word if i could take back every word i would and more for sure if i thought that you would believe it would you believe it hey girl cause you make my life so convenient for me when we laugh or we cry it is together through the rain and the stormiest weather we gon still be as one it is forever it is forever it is forever will not you come on and go with me come and go with me oh girl come on over to my place my place my place will not you sit yourself down and take a seat and let me ease your mind girl we gon do it our way our way i like it i know you like i like it you really like it i really really like it i want it i know you want it adore it adore it so come let me enjoy it i like it i know you like i like it you really like it i really really like it i want it i know you want it adore it adore it so come let me enjoy it when we laugh or we cry it is together through the rain and the stormiest weather we gon still be as one it is forever it is forever it is forever when we laugh or we cry it is together through the rain and the stormiest weather we gon still be as one it is forever it is forever it is forever shorty where you been feels like a long time long long time since i seen you yes it has girl and i know i said some fuckedup things to you before but girl you know i did not mean it i never meant one single word if i could take back every word i would and more for sure if i thought that you would believe it hey girl cause you make my life so convenient for me,2004.0,826
228,Akon Featuring Styles P.,Locked Up, locked up they will not let me out and i had a long day in court shit stress me out will not give me a bail they can not get me out now i am heading to the county going to do a bid here i used to living luxurious i do not want to live here the walls is gray the clothes is orange the phones is broke the food is garbage lotta niggas is living with these circumstances sp is the same i still merk your manses drug money to rap money work advances niggas ran and told i should have merked to kansas got popped for a murder attempt knock me on dblock when i was burning the hemp had a brick in the stash hope they do not take it to a further extent locked up and they will not let me out when i hit my cellblock niggas know the dread be out i am steady trying to find a motive why do what i do the freedom are not getting no closer no matter how far i go my car is stolen no registration the cops patrolling and now they done stopped me and i get locked up they will not let me out they will not let me out i am locked up they will not let me out no they will not let me out i am locked up they will not let me out they will not let me out i am locked up they will not let me out no they will not let me out heading up town to reup back with a couple ki is the corner block is on fire undercovers dressed as fiends making so much money product is moving fast put away the stash as i sold the last bag fucked around and got locked up they will not let me out they will not let me out i am locked up they will not let me out no they will not let me out i am locked up they will not let me out they will not let me out i am locked up they will not let me out no they will not let me out now that i am locked up i rep two sets so i am going to ryde or die and stay dblocked up two toothbrushes up whoever want it with p when i walk by nigga get up cause i am locked up they can not get me out i smoke a stick of haze when they stress me out go and hit the bar when the wrecks be out can not wait for the day when they let me out cause visitation no longer comes by it seems like they forgot about me commissary is getting empty my cellmates getting food without me i can not wait to get out and move forward with my life got a family that loves me and wants me to do right but instead i am here locked up they will not let me out they will not let me out i am locked up they will not let me out no they will not let me out i am locked up they will not let me out they will not let me out i am locked up they will not let me out no they will not let me out cause i am locked up where is my lawyer get me out of here baby i am locked up where is my niggas on the block tell them i am locked up i am locked up can you please accept my phone call,2004.0,613
