,Artist,Song Title,Lyrics,Year,word_count
770,Yo Gotti Featuring Lil Wayne,"Women Lie, Men Lie", women lie men lie women lie men lie women lie men lie numbers do not lie ay step up in the party and them bad bitches be on me i be sipping on patron when i am jumping out ferrari is i be rocking gucci sometimes louis i am retarded and the rims by asanti but the shades by bulgari hand on my scrap i got my mind on my money plus if my mind on dine he are not taking nothinggg from me headed on this choppa tool headed on this choppa tool got headed on a hundered round cause that is how much the choppa shoot ballballing is my hobby counting hundreds going shopping and a 5 star wit me and i met her in the lobby took her to the room she hit me with that line said she are not that type of girl so i told her stop lying young money yeah okay i are not going to lie cross my heart hope to die them numbers do not lie g5 over sky i fucked her pussy good make her cry if i tried but i am tired of being sick and i am sick of being tired tired of these niggas and tired of these bitches and shit let them lie long as they are not snitching and men lie about women and shit women lie about plenty and they are not lying on me i am in the bed with two fine bitches lying on me so that would make three and numbers do not lie and money do not lie and neither do i bitch cause i am the truth yeah now what are you haha i am tryna count to a billion my bitch brazilian hop in that lamb push the button lose the ceiling sun out no rain drops posting the same spot right here in north north memphis where i came from hundred on the neck i are not never had shit that the streets gave me family barry white cut the check are not no secret in the streets niggas know i got neck got the swagger through the roof i was born just to flex zip code on my wrist phone number in the bank in my ten notil six with my 305 paint i got my 357 and my 501 is in a lear 55 wit my air force ones no lie women lie men lie women lie men lie say what you want but the fucka do not lie,2010.0,424
771,"Drake Featuring Kanye West, Lil Wayne & Eminem",Forever, it may not mean nothingg to yall but understand nothingg was done for me so i do not plan on stopping at all i want this shit forever manever manever man i am shutting shit down in the mall and telling every girl she the one for me and i are not even planning to call i want this shit forever manever manever man last name everfirst name greatest like a sprained ankle boy i are not nothingg to play with started off local but thanks to all the haters i know giv pilots on a first name basis in your city faded off the brownnino she insist she got more classwe know swimming in the money come and find menemo if i was at the club you know i balledchemo dropped the mixtape that shit sounded like an album who would have thought a countrywide tour would be the outcome labels want my name beside a x like malcolm everybody got a deali did it without one yeah nigga i am about my business killing all these rappers you would swear i had a hit list everyone who doubted me is asking for forgiveness if you are not been a part of it at least you got to witnessbitches it may not mean nothingg to yall but understand nothingg was done for me so i do not plan on stopping at all i want this shit forever manever manever man i am shutting shit down in the mall and telling every girl she the one for me and i are not even planning to call i want this shit forever manever manever man everever mr west is in the building are not no question who about to kill em i used to have hood dreams big fame big chains i stuck my dick inside this life until that bitch came and went hard all fall like the ball teams just so i can make it rain all spring yall seen my story my glory i had raped the game young you can call it statutory when a nigga blow up they going to build statues for me old money benjamin button what nothingg now it is super bad chicks giving me mclovin you would think i ran the world like michelle is husband you would think these niggas know me when they really does not like they was down with the old me no you fucking was not um you are such a fucking loser he are not even go to class bueller trade the grammy plaques just to have my granny back remember she had that bad hip like a fanny pack chasing the stardom will turn you to a maniac all the way in hollywood and i can not even act they pull the cameras out and goddamn he snap i used to want this thing forever yall can have it back it may not mean nothingg to yall but understand nothingg was done for me so i do not plan on stopping at all i want this shit forever manever manever man i am shutting shit down in the mall and telling every girl she the one for me and i are not even planning to call i want this shit forever manever manever man okay helloit is the martian space jam jordans i want this shit forever wake up and smell the garden fresher than the harvest step up to the target if i had one guess then i guess i am just new orleans and i will never stop like i am running from the cops hop up in my car and told my chauffeur to the top life is such a fucking roller coaster then it drops but what should i scream for this is my theme park my mind shine even when my thoughts seem dark pistol on my side you do not want to hear that thing talk let the king talk check the price and pay attention little wayne that is what they going to say or mention i am like nevada in the middle of the summer i am resting in the lead i need a pillow and a cover shh my foot is sleeping on the gas no brake pads no such thing as last uh it may not mean nothingg to yall but understand nothingg was done for me so i do not plan on stopping at all i want this shit forever manever manever man i am shutting shit down in the mall and telling every girl she the one for me and i are not even planning to call i want this shit forever manever manever man there they gopacking stadiums as shady spits his flow nuts they gomacadamianthey go so ballistic whoa he can make them look like bozos he is wondering if he should spit this slowfuck no go for broke his cup just runneth overoh no he are not had him a buzz like this since the last time that he overdosed they been waiting patiently for pinocchio to poke his nose back into the game and they know rap will never be the same as befo bashing in the brains of these hoes and establishing a name as he goes the passion in the flame is ignited you can not put it out once we light it this shit is exactly what the fuck that i am talking about when we riot you dealing with a few true villains who stand inside of a booth truthspilling and spit true feelings until our toothfillings come flying up outta our mouthsnow rewind it payback motherfucker for the way that you got at mehow is it taste when i slap the taste outta your mouth with the bass so loud that it shakes the place i am hannibal lecter so just in case you are thinking of saving face you are not going to have no face to save by the time i am through with this place so drake it may not mean nothingg to yall but understand nothingg was done for me so i do not plan on stopping at all i want this shit forever manever manever man i am shutting shit down in the mall and telling every girl she the one for me and i are not even planning to call i want this shit forever manever manever man,2010.0,1070
772,Eric Benet,Sometimes I Cry, ooyeahoo ohh ohh wait two years since you walked away from me since all of our scattered dreams were just thrown away i am finally gettin back to what i used to be share my pain with my family think i am on my way i can sleep at night i do not reach for you when i wake up no but it is taken some timeyeahi can live my life without praying that we could make up i am movin on i am feeling strong inside but sometimes i cry babe when i am all alone with this heart of mine oo sometimes i cry babe although you have been gone for a long long time ohhyeahheard you are moving in with someone new i hope all your dreams come true and you will both be happy yeah been long enough for me to take a look around i have met a girl we have been hangin out she is been good for me but when we are makin love she do not take me there like you used to and it hurts when i lie when i lie baby help me understand how to push you out forget you and let you go because lord knows i have tried yeah but sometimes i cry babe baby i been hurting for a long long time yes i have babe sometimes i cry babe are not nothingg workin for this pain of mine i will just have to fake it until i can make it there is a smile on my face yeah but i am broken insideyeah sometimes i cry babe when i am all alone when i am all alone with this heart of mine sometimes i cry babe although you been gone for a long long a long long long long long long long long long time baby baby baby i can not take it no more i can not take it sometimes i cry come back to me baby baby please come back sometimes i cry please come home and wipe the tears from my eyes baby sometimes i cry ,2010.0,354
775,Mary J. Blige Featuring Trey Songz,We Got Hood Love, sometimes i do not get a chance to really tell you but i promise you my love will never fail you do not you get it right now we are writing history a thousand years from now they will talk about you and me i know sometimes i go hard for no reason at all put your soul through the business and test the weight of your heart because when your back is on the wall and there is a shortage of friends you know that i am with you until the end we got hood love i be fussing i be screaming like it is over then i am longing then i am fiening just to hold ya because that is how we do you know that hood love is a good love that is me and you how you feel love when i am with you never quit you now that is real love when you are not here then i miss you because i still love the way that we do you know that hood love is a good love that is me and you sometimes i think about leaving you but when i think about what we have been through yeah i get a feeling like it could be the worst because i have given you my best and i do not mind it that is fine because when you love somebody hard then you will love that way for life you got all of my heart and i will never leave your side i gave my word to love you all the way notil the end so no matter what i will be right here i will be right here because we got hood love i be fussing i be screaming like it is over then i am longing then i am fiening just to hold ya because that is how we do you know that hood love is a good love that is me and you how you feel love when i am with you never quit you now that is real love when you are not here then i miss you because i still love the way that we do you know that hood love is a good love that is me and you now i play tough but not for too long you are someone i depend on no matter how i act at times i could never walk away i thought about it plenty times but no one could take your place well if there are not no you then there are not no me and if there are not no us then i would rather be by myself because no one else can know just what i need and really understand me we got hood love i be fussing i be screaming like it is over then i am longing then i am fiening just to hold ya because that is how we do you know that hood love is a good love that is me and you how you feel love when i am with you never quit you now that is real love when you are not here then i miss you because i still love the way that we do you know that hood love is a good love that is me and you,2010.0,557
776,Whitney Houston,Million Dollar Bill, oh oh oh yeah ooh oh ooh oh oh came in the door checked in my coat and who i am looking for is staring in my face ooh they played our song we hit the floor he held me strong and we danced the night away i can see the way that he is making me feel this way about his love i have been looking for something like this i am saying ooh oh oh oh ooh oh oh if he makes you feel like a million dollar bill say oh oh oh say oh oh oh if makes you go left right up down makes you spinning round and round say ooh oh oh oh say ooh oh oh oh it is been a long long time since i fell fell love has found my way oh oh oh i have been looking looking i have been searching searching for the man to touch this place oh ooh oh yeah can not deny the way that he is making feel this way about his love i have been searching for something like this i am saying ooh oh oh oh ooh oh oh if he makes you feel like a million dollar bill say oh oh oh say oh oh oh makes you go left right up down makes you spinning round and round say ooh oh oh oh say ooh oh oh oh if he makes you feel like a million dollar bill say oh oh oh say oh oh oh makes you go left right up down makes you spinning round and round say ooh oh oh oh say ooh oh oh oh if you feel good if you are feeling good put one hand in the air say yeah if you feel good if you are feeling good it is because love is in the air love is in the air if he makes you feel like a million dollar bill say oh oh oh say oh oh oh makes you go left right up down makes you spinning round and round say ooh oh oh oh say ooh oh oh oh if he makes you feel like a million dollar bill say oh oh oh say oh oh oh makes you go left right up down makes you spinning round and round say ooh oh oh oh say ooh oh oh oh my baby oohcome on and saycome on and say oohcome on and say ooh baby,2010.0,414
777,Young Money,Roger That, i am in the collard green 6 cornbread in the guts got the halloween kicks trickortreating the clutchcome on nigga is you tricking or what flow flow tighter than a dick in the butt just hopped off the plane came back from vancouv little white tee some boobs and bamboo white girls tell me hey nicki your camp rules is that why you get more head than shampoos assalaam alaykum no oink for me and i never let a dboy boink for free because it is barbie bitch you can join the wave i have done penny nickel dimed i done coined the phrase ha you could not beat me there if you had a lear indianstyle courtside with a cavalier vip ros you can have a beer because honey when you getting money you do not have a care now rroger that rroger that rroger that rroger that rroger that rroger that rr roger young black ricos kill for the cnotes but me though i jackson bitch uhh tito she want to play games but this is not bingo monopoly i am past go go on ahead and deepthroat four chick foursomes skin color is mocha sally and sonia put the pussies on my totem pole vault stroke em uhh strike ya like bowling now open like you yawning it is 6 in the morning sleeping on me probably in a coffin i am hotter than the end of fucking august i am awesome i am awesome repeat it to ya grandma and uncles or mothers tyga is no dad but i am the motherfucker motherfuckers this the last supper look no hands i am going to bread cuffer i do not dare love her i am going to daredevil i do not fear nothinggg motherfucker young money now roger that roger that roroger that rorororoger that fuck around and never get roger back ha ha ha i am going in fresh off the jet sharper than gillette the blunt still wet so pass it like brett we sip side of mug we call it upset smoke more than four quarters we call it sudden death i am a beast you a pet ak long neck keith sweat haha weezy motherfucker capo in this bitch with me money talks and have a convo in this bitch with me i am mountain high colorado in this bitch with me flow crazy 730 you just 650 twenty bullets from the chopper take the roof off laughing to the bank i am a goofball hahaha it is ym and we at your neck like a violin it is our world we make it spin and yall the prey amen now roger that roger that where roger at i heard rog a rat fucfuck around and never get roger back hahahaha,2010.0,468
778,Chris Brown Featuring Lil Wayne & Swizz Beatz,I Can Transform Ya, go head little mama i can transform ya no i can not dance but i could dance on ya swizz on the beat chris move ya feet transform you and baby i can transform your him to a me transform you i can change your life make it so new make you never want to go back to the old you croc and lime give it little time and she gon transform like optimus prime need a ride i can range you up money i can change you up come on you can have your own no longer be the passenger come on swag low i build you up knees weak i stand you up woo red lips red dress like em like a fire truck chris what you need you can have that woo my black card they do not decline that see potential in ya let me mold that i can transform ya i can transform ya oh bounce come on i can transform ya i can transform ya anything ya want i can i can get it for ya you are my baby girl so you know i did it for ya i can trans i can trans i can transform ya shoes you got it got it bags you got it got it cars you got it got it mmoney you got it got it i can i can transform ya i can i can transform ya anything you want i can i can get it for ya come here chris see it in the video you can have it really though iced out everything frigid like a eskimo want to fly we can go anywhere you want to go jimmy choos in italy louis v in tokyo something like pinocchio if you lie down i am going to grow want to see me do it big i can show you how it goes take you from an amateur to being professional i can have you swag surfing what you need you can have that my black card they do not decline that see potential in ya let me mold that i can transform ya i can transform ya bounce i can transform ya i can transform ya anything ya want i can i can get it for ya you are my baby girl so you know i did it for ya i can trans i can trans i can transform ya shoes you got it got it bags you got it got it cars you got it got it mmoney you got it got it i can i can transform ya i can i can transform ya anything you want i can i can get it for ya come on chris okay i can transform ya like a transformer i can turn you from a human to a carter take you off the bench tturn you to a starter then i take you home and put you on a charger thenthen my car transforms to a charter and we can fly to wherever you ever thought of haha i take you to where it is warmer then i going to rip off your dress like a warm up haha but i am just getting warmed up so tell your man he better get his voltron up i transform her to a ducati then i transform me to a bugatti because her form puts me in a trance i transform smaller and she puts me in her pants swizzswizz on the beat chris move ya feet and weezy transform a good girl to a freak bounce i can transform ya i can transform ya anything ya want i can i can get it for ya you are my baby girl so you know i did it for ya i can trans i can trans i can transform ya shoes you got it got it bags you got it got it cars you got it got it mmoney you got it got it i can i can transform ya i can i can transform ya anything you want i can i can get it for ya come on chris ,2010.0,692
780,Lloyd,Lay It Down, lay your head on my pillow lay your head on my pillow lay it down lay it down lay it down oh lay it down lay your head on my pillow yeah i are not casanova me and romeo are not never been friends but tonight girl i am going to show you how much i love you let the party begin i am going to do something i never did to you girl i am going to turn you out i will show you a new you girl tell your friends you are not coming out tonight wrap your hair girl tie it up tonight you are looking at me girl and i are not talking about the look in your eyes me my partner nem is giving a standing ovation girl tonight so go on and stretch it out cause i am gon work it good girl ay ay and do not be bourgie cause tonight i need a hood girl ay ay and i am going to tell my friends i are not coming out tonight i am going to put this jimmy on and rock that body right all my fellas say lay lay lay want to lay it down so i can lay you down all my ladies say lay lay lay want to lay it down so i can lay you down lay oh lay oh lay oh lay oh lay oh lay oh lay your head down girl lay your head down lay your head down tonight lay your head down lay your head down tonight lay your head down lay your head down so i can work it work it work it work it oh lay oh lay oh lay oh lay oh lay oh lay oh lay oh lay oh lay ooh ooh oh lay oh lay oh lay ooh ooh your head down girl,2010.0,314
782,Rick Ross Featuring Ne-Yo,Super High, from my nigga diddy view i think i see his vision too purple rain over central park chilling with my goons big pop is and sade is cirocs and chardonnay is my cassie is sassy so my penthouse my balloon we doing it big it is going down 9 11 i am doing it big pulling up in a 911 i been tryna fuck for months baby girl it is now or never got the condo on the beach hope through our storms we shall weather uhh we shining when it is pitch dark yeah this bitch a movie but this time i play a big part uhh fuck the marketing look at what i am accomplishing i am beating niggas by margins bigger than fran tarkenton all these cars all these stars all around me super high put your eyes to the sky that is where you will find me cause we are we are super high ooh yeah ooh yeah i want to buy my bitch every bag and she are not ever ever ever going to take em back i want to take my bitch around the globe hawaii hang gliding in the mountains shitting on these hoes red bottoms by the barrel pop the giuseppe tags like it is american apparel s200 up in barneys haters will never harm me rick owens on me bombers for my whole army andele andele baby move fastyeahshe drop it down and bring it back i like that i want to buy my bitch every bag so she are not ever ever ever going to take em back all these cars all these stars all around me put your eyes to the sky that is where you will find me cause we are we are super high ooh yeah ooh yeah if you looking for me you can find me in the guinness book only fly bitches ride with the boss take a look i am super fly i am super high you getting yours i am getting mine ooh women of a caliber only seen in magazines and calendars and i am sitting with miss october cause my birthday is in october strawberry and her ros on i can see it in her eye cause she wink and she toast me and later on we going to mosey to a place less populated and get cozy if you looking for me you can find me in the guinness book only fly bitches ride with the boss take a look put your eyes to the sky that is where you will find me super high rosay rosay rosay cause we are we are super high ooh yeah ooh yeah if you looking for me you can find me in the guinness book only fly bitches ride with the boss take a look i am super fly i am super high you getting yours i am getting mine what the fuck are they yelling what the fuck are they yelling super high what the fuck are they yelling what the fuck are they yelling rosay what the fuck are they yelling rosay what the fuck are they yelling rosay what the fuck are they yelling what the fuck are they yelling super high ,2010.0,542
784,Jeremih Featuring Ludacris,I Like, yeah i would like to take the time to love your body rub your body kiss and hug your body girl say oohoohoohooh i like oohoohoohooh i like so i am gon take the time to love your body rub your body kiss and hug your body girl say ooh ooh ooh ooh i like oohoohoohooh i like baby do not you know i am here to get my lesson something bout your body girl just gives me direction how to find that spot i are not young money girl but my bed rock so will not you let your hair down let me take a picture tell me what is your zodiac cancer is my description girl and i do not stop that is right we go from six to nine oclock i are not too proud to beg yeah you are a superstar girl you are it is all up in my head oh yeah cause baby you and me need some privacy i would like to take the time to love your body rub your body kiss and hug your body girl say oohoohoohooh i like oohoohoohooh i like so i am gon take the time to love your body rub your body kiss and hug your body girl say ooh ooh ooh ooh i like oohoohoohooh i like haha luda let me touch your body like when you be fresh up out the tub and you rub that lotion make you get on all fours and put one leg up like your body is doing threewheel motion in the ocean toasting overdosing toasting with the magic potion told them that they can not hold or control em no one i am a magnum trojan golden like the wrapper looking dapper then i put her on her back and attack her no time for the chitty chat just give me ya kitty cat and you will get it back after we set the mood right giving you a little relaxation i am going to get your groove right take your body on a little vacation we island hoppin and clubs is rocking and haters jocking trunk pop lock dropping and speakers knocking and bottles popping i could talk all day let me stimulate your mind while i tell you what i like in you but for now i am going to just sit back let jeremih tell you what he would like to do i would like to take the time to love your body rub your body kiss and hug your body girl say oohoohoohooh i like oohoohoohooh i like so i am gon take the time to love your body rub your body kiss and hug your body girl say ooh ooh ooh ooh i like oohoohoohooh i like girl say ii girl say ii girl say ii girl say,2010.0,475
785,Robin Thicke Featuring Snoop Dogg,It's In The Morning, robin thicke i am in the mood for loving we will be touchin we will be huggin i am in the mood for loving we will get into it is in the morning i want to touch it is in the morning i want to love you it is in the morning no interruptions it is in the morning sex in the morning it is in the morning i want to touch it is in the morning i want to love you it is in the morning no interruptions sex in the morning sex in the morning you know i love it first thing because you just let it marinate let it marinate i will wait for you to open your eyes look at me and smile you know what i want do you slowly pull down the sheets to reveal what you keeping wide i can not push sleeping anymore and you got the hottest body i got the hottest hottie let me put some cream in your coffee it is in the morning i want to touch yeaa it is in the morning i want to love you i want to love you it is in the morning no interruptions it is in the morning sex in the morning it is in the morning i want to touch i want to touch you it is in the morning i want to love you i want to love you it is in the morning no interruptions oo sex in the morning sex in the morning sex in the morning snoop dogg spin this bubble like a chemist baby said she been a menace like dennis so i am up in this racket like a tennis do not interrupt me baby boo because i are not finished real spendin feel how i am getting it you girlfriends is jealous because boss dogg are not hitting it early in the morning makin breakfast in the kitnen after ya finished you bout to get the dinnen robin i am in the mood for lovin we will get into it is in the morning snoop handle ya business physical with the fitness can i get a witness tremendous splendid ya hittin it and bitten it done that been there out that in thereyeahyour sex in the morning it feels so good your sex in the morning it feels so good and i am so horny for your body girl wrap your legs around my back get it get it yup yup you got it girl it is in the morning i want to touch it is in the morning i want to love you i want to touch you it is in the morning no interruptions it is in the morning sex in the morning sex in the morning it is in the morning i want to touch i want to touch you it is in the morning i want to love you i want to love you it is in the morning no interruptions oo sex in the morning sex in the morning sex in the morning ,2010.0,515
786,Kanye West,POWER, i am living in that 21st century doing something mean to it do it better than anybody you ever seen do it screams from the haters got a nice ring to it i guess every superhero need his theme music no one man should have all that power the clock is ticking i just count the hours stop tripping i am tripping off the power 21stcentury schizoid man the system broken the school is closed the prison is open we are not got nothinggg to lose motherfucker we rolling huh motherfucker we rolling with some lightskinned girls and some kelly rowlands in this white man world we the ones chosen so goodnight cruel world i will see you in the morning huh i will see you in the morning this is way too much i need a moment no one man should have all that power the clock is ticking i just count the hours stop tripping i am tripping off the power till then fuck that the world is ours and they say and they say and they say and they say and they say and they say 21stcentury schizoid man fuck snl and the whole cast tell them yeezy said they can kiss my whole ass more specifically they can kiss my asshole i am an asshole you niggas got jokes you shortminded niggas thoughts is napoleon my furs is mongolian my ice brought the goalies in and i embody every characteristic of the egotistic he knows he is so fucking gifted i just needed time alone with my own thoughts got treasures in my mind but could not open up my own vault my childlike creativity purity and honesty is honestly being crowded by these grown thoughts reality is catching up with me taking my inner child i am fighting for custody with these responsibilities that they entrusted me as i look down at my diamond encrusted piece thinking no one man should have all that power the clock is ticking i just count the hours stop tripping i am tripping off the powder till then fuck that the world is ours and they say and they say and they say and they say and they say and they say 21stcentury schizoid man colin powells austin powers lost in translation with a whole fucking nation they say i was the abomination of obama is nation well that is a pretty bad way to start the conversation at the end of the day god damn it i am killing this shit i know damn well yall feeling this shit i do not need your pussy bitch i am on my own dick i are not going to power trip who you going home with how ye doing i am surviving i was drinking earlier now i am driving where the bad bitches huh where you hiding i got the power to make your life so exciting so excit so excit so excit so excit now this will be a beautiful death i am jumping out the window i am letting everything go i am letting everything go now this will be a beautiful death i am jumping out the window i am letting everything go i am letting everything go now this will be a beautiful death i am jumping out the window i am letting everything go letting everything go you got the power to let power go 21stcentury schizoid man ,2010.0,574
787,Gucci Mane Featuring Usher,Spotlight, it feels so good to be back polow usher baby yeah zone 4 oh whoa oh yeah how you doing gucci yeahh zone 6 cause the spolight are not nothinggg without you girl and the dance floor are not nothinggg without you girl you a show stopper let is get it popping cause the spolight are not nothinggg without you girl and the dance floor are not nothinggg without you girl you a show stopper let is get it popping rose by 50 uh now she tipsy slow dancing in my mansion with no panties want to get me three girls gucci trippin that is a lot of women expensive denim jeans on designer heels you feel me i do not want no violence but damn she trying to kill me she trying to make me feel her i am trying to make her feel me she just had a long day knowigot that long cake i give her that long scream i fuck with her the long way cause the spolight are not nothinggg without you girl and the dance floor are not nothinggg without you girl you a show stopper let is get it popping cause the spolight are not nothinggg without you girl and the dance floor are not nothinggg without you girl you a show stopper let is get it popping bang bang oka where you want to go today no she is not a prostitute but if she was i would have to pay say lay you can stay i sex you up couple days tell your girl no need to front she want participate gucci on eliminate four girls with gucci simplyiglaze they ass just like some churches biscuits beat her like she stole my bentley swaggerjackers pay attention cali girl atl detroit new york girls be with me cause the spolight are not nothinggg without you girl and the dance floor are not nothinggg without you girl you a show stopper let is get it popping cause the spolight are not nothinggg without you girl and the dance floor are not nothinggg without you girl you a show stopper let is get it popping i had a girl left alone gucci mane is a bachelor sex tape just like pamela cause gucci not an amateur mini skirt sun dress booty shorts monster her ass phat as two basketballs gucci finna dunk her pretty like mariah finer than alicia sexy just like trina dawg i bet she a keeper turn me on like keri no she is not scared of her probably sex her every uh cause little mama is fine as fuck cause the spolight are not nothinggg without you girl and the dance floor are not nothinggg without you girl you a show stopper let is get it popping cause the spolight are not nothinggg without you girl and the dance floor are not nothinggg without you girl you a show stopper let is get it poppin,2010.0,495
788,Omarion,Speedin', when i looked over my shoulder it got a little bit colder it is like i lost love from an angel and now i am feeling like a stranger abandon i am stranded i going to get back to you i called triple a they say they on their way times ticking fast going to see you today but if my time is up let me know right now i will find a way to your heart again so i am speedin i am speedin whoa speeding i am speeding ugh ugh ooh whoa whoa whoa ugh ugh ooh whoa whoa whoa ight no time to be impatient just got the confirmation and now i am flying down the highway she is crying try love my way i am with it so with it committed to ride away with you girl and give you what you need more than your eyes could ever see times moving fast but not fast enough so i am speeding speeding i am raced and fast but not fast enough so i am speedin speeding i am doing 90 down the highway highway going to make this turn i will be there right away baby hop out the car i am at your door open it up and there you go i going to scoop you in my arms oh oh ho oh ahh ooh oh ho oh oh ohh whoa speeding i am speeding x5 ohh oh oh ohh speeding i am speedin,2010.0,249
789,Waka Flocka Flame,Hard In Da Paint, that nigga lex luger i go hard in the motherfucking paint nigga leave you stinking nigga what the fuck you thinking nigga i will not die for this shit or what the fuck i say front yard broad day with the sk see gucci that is my motherfucking nigga i hang in the wouldale with them hit squad killers waka flocka flame one hoodass nigga riding real slow bending corners my nigga got a main bitch got a mistress what else a couple girlfriends i am so hood rich keep my dick hard and keep me smoking you will get bills free shawty no joking and what i stand for brick squad i am going to die for this shawty man i swear to god in the trap with some killers and some hood niggas where you at where you trap you are not hood nigga keep this shit 300 put that shit on my hood crips fucking with megangsteris and the vice lords es and amigos freestyle off the dome brick squad waka flocka flame is fucking home i go hard in the motherfucking paint nigga leave you stinking nigga what the fuck you thinking nigga i will not die for this shit or what the fuck i say front yard broad day with the sk see gucci that is my motherfucking nigga i hang in the wouldale with them hit squad killers waka flocka flame one hoodass nigga riding real slow bending corners my nigga what is up pussy nigga what is up punk nigga they got on that nigga make your momma is momma miss you hope you got your killers with you hope you got your niggas with you hope your goons riding with you they gon fucking miss you nigga nigga with a attitude like eaze and cube when my little brother died i said fuck school i picked the burner up then i grabbed some marijuana two years later screaming now i am here your honor glock 9 the sk if you want to beef shawty point blank range i will put your ass to sleep shawty talk is cheap so watch what your say broad day in the air like this shit legal desert eagle gold and back that is to pull the trigger i go hard in the motherfucking paint nigga leave you stinking nigga what the fuck you thinking nigga i will not die for this shit or what the fuck i say front yard broad day with the sk see gucci that is my motherfucking nigga i hang in the wouldale with them hit squad killers waka flocka flame one hoodass nigga riding real slow bending corners my nigga flocka waka waka waka waka flocka waka waka waka flocka flocka flocka flocka waka waka waka waka flocka waka flocka flocka waka waka flocka flame brick squad brick squad brick squad i go hard in the motherfucking paint nigga leave you stinking nigga what the fuck you thinking nigga i will not die for this shit or what the fuck i say front yard broad day with the sk see gucci that is my motherfucking nigga i hang in the wouldale with them hit squad killers waka flocka flame one hoodass nigga riding real slow bending corners my nigga,2010.0,548
792,Lil Wayne,I'm Single, camo shorts and bubba kush we can talk she would rather fuss this and that bout such and such damn where is the fucking trust i am tired of the hoop and hollering i am bout to take the coupe to collins then take a female to the island then take her clothes off and do the honors yeah now she hear i am with them other bitches yeah i told her mind her fucking business shit she probably out here fucking niggas i am fucking her friends now her friends are not even fucking with her damn she text me all day and night so pissed off she are not even spelling shit right i text her back and tell her it is life now somebody tell them hoes i am single for the night yeah i am single nigga had to cancel that bitch like nino i are not tripping on nothinggg i am sipping on something and my homeboy say he got a bad bitch for me and i am single yeah i am single and i am single tonight i am single and i are not tripping on nothinggg i am sipping on something and my homeboy say he got a bad bitch for me tonight dreads braided to the back i am chilling but my swag on full attack and my girl acting like a brat so when she call i do not answer i just write her back she hate it when i do that shit and when i get home she go through my shit she call numbers back to see who that is man i hate it when she do that shit polo tshirt polo drawers now make me take this polo off girl you can get broken off yeah i fuck you for an hour then i smoke it off swimming trunks and bathing suits then go in the bedroom and tell the naked truth do not want to fuss are not tryna fight man somebody tell them hoes i am single for the night yeah i am single nigga had to cancel that bitch like nino i are not tripping on nothinggg i am sipping on something and my homeboy say he got a bad bitch for me and i am single yeah i am single and i am single tonight i am single and i are not tripping on nothinggg i am sipping on something and my homeboy say he got a bad bitch for me tonight now she got on her fuck em dress and i got on my doublebreast and he been fussing all day with her and i make her feel special like a place kicker she want to be weezy f babysitter say she wish she could cut my dick off and take it with her i say hold up she say she just playing then i falls in that pussy like quick sand hot sex and cold wine she left that nigga hanging like a clothes line i cut my phones off both lines it is about to get nasty pork rinds she came hard both times we both say we single and we both lying we both wrong but it feel right put your hands up if you single for the night yeah i am single nigga had to cancel that bitch like nino i are not tripping on nothinggg i am sipping on something and my homeboy say he got a bad bitch for me and i am single yeah i am single and i am single tonight i am single and i are not tripping on nothinggg i am sipping on something and my homeboy say he got a bad bitch for me tonight if you are single put your hands up if you are single put your hands up if you are single put your if you are single tonight if you are single put your hands up if you are single put your hands up if you are single if you are single tonight,2010.0,675
