,Year,Artist,Song Title,Lyrics,word_count
47,2002.0,Brandy,What About Us?,Woo Yeah Darkchild BRocka Let is go Why do not you return my calls Why you trip bout where I be You do never come to see me You say that you are too busy What the hell I do lack time Why you messing with my mind I can find another guy Someone who will treat me right I do obviate this bull ish I will call_option up with it any longer You can go if you want I do obviate your pity I will be just fine If you decide that you want to leave Close the door behind you I just want to know what What about all of the things that you say What about all of the promises that you made What about all of the nights that you gave What about all of the things you told me What about all of the things that you say What about all of the promises that you made What about all of the nights that you gave What about what about what about us What about us What about us What about us Thought you said you were different Was that what I heard you say Said that you would love only me Thought that you would be all I need What happened to promises Said that you were a better man Your words have no weight with me Cause you are counterfeit I see I do obviate this bullshit I will call_option up with it any longer You can go if you want I do obviate your pity I will be just fine If you decide that you want to leave Close the door behind you I just want to know what What about all of the things that you say What about all of the promises that you made What about all of the nights that you gave What about all of the things you told me What about all of the things that you say What about all of the promises that you made What about all of the nights that you gave What about what about what about us What about us What about us What about us Baby check it out hear this Now what if I said that you was unfit to be with Now what if I told you the game we played I picked it Now what if I said it was false so do you You and I know without me there is no you Now what about bills that were passed due paid for you And all you said to me is Baby I owe you Forget about the brand new life that I gave you Do not what about us to me cause we are through What about all of the things that you say What about all of the promises that you made What about all of the nights that you gave What about all of the things you told me What about all of the things that you say What about all of the promises that you made What about all of the nights that you gave What about what about what about us What about all of the things that you said What about all of the promises that you made What about all of the nights that you gave What about all of the things you told me What about all of the things that you said What about all of the promises that you made What about all of the nights that you gave What about what about what about us What about us What about us What about us What about us Uh huh Uh huh Uh huh Uh huh Uh huh Uh huh Uh huh,627
48,2002.0,Ludacris,Roll Out ,Roll out I got my twin Glock forties cocked back Me and my homies so drop that We rolling on twenties with the top back So much money you can start that Twin Glock forties cocked back Me and my homies so drop that We rolling on twenties with the top back So much money you can start that Now where would you get that platinum chain with them diamonds in it Where would you get that macking Benz with them windows tinted Who them girls you be with when you be riding through Man I are leave nothingg to prove I paid my dues Breaking the rules I shake fools while I am taking a cruise Tell me who is your weed man and how do you smoke so good You is a superstar boy why you still up in the hood What in the world is in that bag what you got in that bag A couple of cans a whoop ass you did a good ass job Of just eyeing me spying me I got my twin Glock forties cocked back Me and my homies so drop that We rolling on twenties with the top back So much money you can start that Twin Glock forties cocked back Me and my homies so drop that We rolling on twenties with the top back So much money you can start that Man that car do go out until next year Where in the fuck did you get it That is eighty thousand bucks gone Where in the fuck did you spend it You must have eyes on your back Cause you got money to the ceiling And the bigger the cap the bigger the peeling The better I am feeling the more that I am chilling Winning drilling and killing the feeling Now who is that bucket naked cook fixing three course meals Getting goosebumps with her body tapped in six inch heels What in the world is in that room what you got in that room A couple of gats a couple of knives a couple of rappers A couple of wives now it is time to choose I got my twin Glock forties cocked back Me and my homies so drop that We rolling on twenties with the top back So much money you can start that Twin Glock forties cocked back Me and my homies so drop that We rolling on twenties with the top back So much money you can start that Are you custom made custom paid or you just custom fitted Playstation 2 up in the ride is that Lorenzokitted Is that your wife your girlfriend or just your main bitch You take a pick while I am rubbing the hips Touching lips to the top of the dick and then whew Now tell me who is your housekeeper And what you keep in your house What about diamonds and gold Is that what you keep in your mouth What in the world is in that case what you got in that case Get up out my face you could dissociate Wait to take place at a similar pace so shake shake it I got my twin Glock forties cocked back Me and my homies so drop that We rolling on twenties with the top back So much money you can start that Twin Glock forties cocked back Me and my homies so drop that We rolling on twenties with the top back So much money you can start that Get out my business my business Stay the fuck up out my business Cause these niggas all up in my shit And it is my business my business Stay the fuck up out my business Cause it is mine oh mine My business my business Stay the fuck up out my business Cause these niggas all up in my shit And it is my business my business Stay the fuck up out my business Cause it is mine oh mine Timberland Ludacris Disturbing Tha Peace,673
49,2002.0,OutKast Featuring Killer Mike,The Whole World,Okay here we go Yeah I am afraid like I am scared as a dog But I have got a new song and I want yall to sing along Sing along See this is the way that we walk on a sunny day When it is raining inside and you are all alone All alone yeah Cause the whole world loves it when you do leave down And the whole world loves it when you make that sound And the whole world loves it when you are in the news And the whole world loves it when you sing the blues Take a little trip hater pack up your mind Look forward not behind then you will see what you find I caught a sucker dying because he thought he could rhyme Now if his momma is a quarter daughter must be a dime I going to meet her do give no shorts I do not use abbrevi ation I do odd play the radio neither Only if I need to know the sports or the weather I am a cool type of brother but yep your head I will sever from the neck See are not nothinggg changed hit the stage Set a date sucker in battle we can engage I will slice you wife you marry you divorce you Throw the Porsche at you is what I am forced to do With my back against the wall crack his back yall Naw it are stay_in_place nowhere like having hair with styling gel in it Throw a curl in it Dread that nappy shit up throw a shell in it Whatever floats your boat or finds your lost remote And this for them niggas working at the airport who got laid off I take my shades off If you look straight in my eyes you still might see a disguise Because the wholewhole worldworld Cause the whole world loves it when you do leave down And the whole world loves it when you make that sound And the whole world loves it when you are in the news And the whole world loves it when you sing the blues Player I grind my focus is crime Raw with the rhyme I am slick with the slime My words are diamonds dug out a mine Spit em polish look how they shine Glitter glisten gloss floss I catch a beat running like Randy Moss Ride that bitch off like a brand new horse I am rolling my stone gather no moss Mommy I am coming I hope you get off Or rock your own boat like Aaliyah then talk Back back forth forth Get that sailor on course course Make that track a corpse corpse Rap roll utterly rocked With my mouth to the mic and my hand on my cock Cadillac OutKast just will start Cause the whole world loves it when you do leave down And the whole world loves it when you make that sound And the whole world loves it when you are in the news And the whole world loves it when you sing the blues Turn on the TV and everything is looking dismal Went in the bathroom medicine cabinet PeptoBismol Need it for my stomach because my tummy kinda aches Like a junkie on withdrawal fresh up off the plate Wait back to the enemy of the state Is the Republicans or Democratic candidate Debate now even the black box hold the fate Clueless like Shaggy and Scooby befo commercial break Hate extreme prejudice let is dismiss this If you want to you can dub it to your hit list I know you going to we in this to replenish yo musical wish list When it come to this music we stay relentless Pursuing all that is pursuable Doing Godwilling all things that are doable The only liable limitation is yourself Dre Set it on the right and I will set it on the left because Cause the whole world loves it when you do leave down And the whole world loves it when you make that sound And the whole world loves it when you are in the news And the whole world loves it when you sing the blues,708
50,2002.0,Mystikal,Bouncin' Back ,You keep bumping me against the wall Yeah I know I let you slide before But until you seen metrust me You are not seen bouncing back I really be throwing my words Standing em up and jamming on the one That are not nobody but Neptunes bamming on the drum Swift flip kicks landing from the tongue More dramatic than Batman and Robin ba na na na na na The one that be handling business be sharper than a thumb tack The one that be dropping these albums showing em how to come back And you gone respect me appreciate where I run at You are stay_in_place piss me off cause you sorry that you done that I gets meaner badder stronger and ferocious You do odd much want to see the rest I am coming back mo fearless mo determined to fold the set I are odd started yet So if you are unready you better get ready Know I do it better when I am being opposed Ah stick ya chest out keep ya chin up And sometimes you going to get knocked down to get up No matter what happened that is only once it is shame on you You come up and here and do it again then its shame on me Sometimes we be getting in trouble you did not want learn Sometimes we be getting so rude you are not want see I accept my wages like the way that I fail I grow I take strides and but em under my belt I learned from you just like you learned from me I plead I pray for peace and perfect harmony Somebody say fool you better keep on rapping Stop that tripping causin it are stay_in_place happen I told them look you better mind yo business Change yo way of thinking and keep on living Done started some trouble and you are differ out since Cause you stuck inside scared watching CNN Just take the precaution so yo life a be better Tell my friends to call me I are refuse no letters Oh you heard about it yeah you had to Hmmhuh I know you change ya mind you are not the only one with bad news I know that they made you feel strange huh You was right in the middle complaining and forgot what you was cryin bout It could be you time and it might be You can unmake nothinggg about it its God will thats just how life be One day it hit cha then its gone And I am serious and you are ever even gone feel it until it hit home That is when the pain run sharper and deeper You are not eat that is when the days feel slow and long I know you miss em so it is time to uplift em Try to pick the pieces up and find a way to drive on I tell you the truth so do stand to me Get back Satan do not bother me And that is the way its going to be And when its over and done with I hope you proud of me,532
51,2002.0,"Missy ""Misdemeanor"" Elliott Featuring Ginuwine & Tweet",Take Away,You are so incredible Ever since the day we became we became so personal Everyday that I spend with you it gets unforgettable Anything that I did with you I do not regret at all Take away your gold and platinum chains Cause I am going to love love you anyway I am not in it for for the love of cash Cause if you go broke I going to make it last Listen let is make it national I want the whole world to know I am with you and I am in love Ai yes girl in this world Can fill your shoes none not at all The things you do for me is so unbelievable And you can take away all the platinum chains + Take away your gold and platinum chains Cause I am going to love love you anyway I am not in it for for the love of cash Cause if you go broke I going to make it last I just want to be the perfect match You do odd have to ask I just want to be the perfect match We become so attached I just want to be the perfect match You do odd have to ask I just want to be the perfect match We become so attached Now can you hold me now can you feel me Now can you get near me For once in your lifetime for once in your lifetime Now can you hold me now can you feel me Now can you get near me For once in your lifetime for once in your lifetime Take away your gold and platinum chains Cause I am going to love love you anyway I am not in it for for the love of cash Cause if you go broke I going to make it last,308
52,2002.0,Ginuwine,Differences,Oh hey Oh yeah oh yeah To you Oh yeah oh yeah My whole life has changed Since you came in I knew back then You were that special one I am so in love so deep in love You made my life complete You are so sweet no one competes Glad you came into my life You blind me with your love With you I have no sight Girl you open me I am wide open And I am doing things I never do But I feel so good I feel so good Why it takes so long for me finding you This is my story and I am telling you It is not fiction it is surely a fact Without you right here having my back I really do ignore just where I would be at My whole life has changed Since you came in I knew back then You were that special one I am so in love so deep in love You made my life complete You are so sweet no one competes Glad you came into my life You blind me with your love With you I have no sight I analyzed myself I was buckwild Never thought about settling down But all the time I knew I was ready But not with all my friends around But girl I put you first now You made me helped mold me Turned me into a man I am so responsible And I owe it all to you My whole life has changed Since you came in I knew back then You were that special one I am so in love so deep in love You made my life complete You are so sweet no one competes Glad you came into my life You blind me with your love With you I have no sight God has blessed me baby Girl he was good to me when he sent you I am so happy I am so happy baby oh yes baby Come and share my world baby Ohwhoayeah yeah I am so in love I am addicted to your love baby yeah My whole life has changed Since you came in I knew back then You were that special one I am so in love So deep in love You made my life complete You are so sweet no one competes Glad you came into my life You blind me with your love With you I have no sight My whole life has changed Since you came in I knew back then You were that special one I am so in love so deep in love You made my life complete You are so sweet no one competes Glad you came into my life You blind me with your love With you I have no sight My whole life has changed Since you came in I knew back then,483
54,2002.0,B2K,Gots Ta Be,J Boog Raz B Lil Fizz Omarion Check this out It is not my way to talk to strangers But I feel like I already know you ooh And if you need somebody I want to manage you huh I can tell that you have been through some changes in your past relationships But come on and walk through that door Cause I am what you have been waitin for Whatever is on your mind Girl we have got lots of time Through all the good times and bad times I want to be the gots ta be in your life Gots ta be the one that makes you sad Gots ta be the one you never had Gots ta be the one that you want so damn bad Gotta be going to be going to be your everything Gots be the only one you fight Gots ta be the one that makes it right Gots ta be the one you do unlike half the time Gotta be going to be going to be your everything Girl you just can hate anybody I take it I am the right one for you ooh But you gots to believe me Cause everything that I tell you is true yeah I want to be your mother your father your brother and your sister too Be the goodbe the bad Be the gots ta love that you run to Girl Whatevers on your mind Girl we have got lots of time Through all the good times and bad times I want to be the gots to be in your life Gots ta be the one that gets your nerves Gots ta be the one you do not deserve Gots ta be the only one that you serve Gotta be going to be going to be your everything Gots ta be the one to change your fate Gots ta be the one you love to hate Gots ta be the one you let eat off your plate Gotta be going to be going to be your everything Listen Things are never going to be be so easy girl And I can let you know for sure that I going to always be right here I might make you mad you cuss me out but your still my girl And I promise that I will never put my hands on you girl I want to be everything to you girl Gots ta be the one you that you can sit Gots ta be the one you call your man Gots ta be the one to put a ring on that hand Gotta be going to be going to be your everything Gots ta be the one you can remember Gots ta be the one that you regret Gots ta be the one like you are ever met Gotta be going to be going to be your everything Listen I do not want you love nobody but me You and me can do almost anything Gots ta be the one you want Gots ta be the one you flaunt You can leave mad at nobody but me In fact I am the only one you can recieve Gots ta be the one you want Gots ta be the one you flaunt Gots ta be the one that make you sad Gots ta be the one you never had Gots ta be the one that you want so damn bad Gotta be going to be going to be your everything Gots ta be the only one you fight Gots ta be the one that makes it right Gots ta be the one you do unlike half the time Gotta be going to be going to be your everything yeah Gots ta be the one you want Gots ta be the one you flaunt Gotta be going to be going to be your everything Gots ta be the one you want Gots ta be the one you flaunt Gotta be going to be going to be your everything yeah,671
55,2002.0,"Cam'Ron Featuring Juelz Santana, Freekey Zekey & Toya",Hey Ma,Hey ma Let is slide All right and we going to get it on tonight You smoke I drink Well good cause we going to get high tonight Got drops got trucks All right cause we going to take a ride tonight So ma Let is slide All right and we going to get it on tonight Yo now I was downtown clubbing ladies night Seen shorty she was crazy right And I approach baby like Ma what is your age and type She looked at me and said you is a baby right I told her I am 18 and live a crazy life Plus I will tell you what the 80 is like And I know what the ladies like Need a man that is polite listens and takes advice I could be all three plus I can lay the pipe Come with me come stay the night She looked at me laughing like boy your game is tight I am laughing back like sure you are right get in the car And do not touch nothinggg sit in the car Let is discuss something either we loving or I will see you tomorrow Now we speeding up the West Side Hand creepin up her left side I am ready to do it Ready to bone ready for dome 55th exit damn damn already we home Now let is get it on Hey ma Let is slide All right and we going to get it on tonight You smoke I drink Well good cause we going to get high tonight Got drops got trucks All right cause we going to take a ride tonight So ma Let is slide All right and we going to get it on tonight Yo uhh Now that I got a girl my ex want to holla and spit Told me to acknowledge her quick She like Cam stop fronting on that Dave Hollister tip Come over let is swallow and sip I am like momma is sick I promise you dick usually have a problem with chicks They all say I am rotten and rich But not her boobies real high heel doobie feel Plus got them Gucci nails huh You a cutie still And this my down girl too are yes groupie deal We left the movies with Uzis Suzuki wheels To the jacuzzi I tell you my boo be is real I mean she do be winning Louie spinning Go to the crib she got the Gucci linen I see boo be grinning She looked and said Cam I know that you be sinning Naw I am a changed man look at the Range maam I got a whole new game plan Looked and said That is nothinggg but game Cam She was right she was up in the Range man Dropped her off at the L now I am flipping the cell That is right I had to call up L Yo L what up I hit what else Plus dome say word and we got it on tonight Hey ma Let is slide All right and we going to get it on tonight You smoke I drink Well good cause we going to get high tonight Got drops got trucks All right cause we going to take a ride tonight So ma Let is slide All right and we going to get it on tonight,567
56,2002.0,Wyclef Jean Featuring Claudette Ortiz,Two Wrongs,I am just sitting here playing the guitar City High Claudette and Clef Ehh excuse me If you see me screaming Deep in my mind I am only dreaming Cuz if I wake girl And your not by my side I feel like half of me Is no longer alive So please shorty Before you walk out that door booby Would you listen to my song If only I give you one last chance Wit the devil you can no longer dance You have got to be faithful So we could be fruitful Build a family And follow God is destiny So just before I run to the block papi I might listen to your song OOH before you walk out that door listen They say two wrongs do unmake a right Do unmake it right So if I am wrong I are not tryna fight I am tryna have some dinner wit some candlelight Yeah yeah Lay up in tha bed and make love all night So papi I will arrive maybe I will just stay But promise me that you will do the same Girl I amma love you like I never loved you Touch me like you never touched me Yo if you give me the chance girl I am gone show you + Now baby understand That I forgive you But I are stay_in_place forget That you brought me pain Baby baby baby baby But I have grown From a thug into a man Built my castle with bricks And no longer with sand Oh girl Then just before I run to the block baby I might listen to your song BOO before you walk out that door listen They say two wrongs do unmake it right Do unmake it right So if I am wrong I are not tryna fight I do not want to fight I am tryna have some dinner wit some candlelight Yeah yeah Lay up in tha bed and make love all night So papi I will arrive maybe I will just stay But promise me that you will do the same Girl I amma love you like I never loved you Touch me like you never touched me Yo if you give me the chance girl I am gone show you I am so used to rain That I can not see the sunshine no more I am so used to the pain that the The sickness feels like the cure But only if you gave me the keys to your soul And let me in I am going to love you over Over And over Over Again Yea yeah yeah yeah yeah yeah yeah yeah Ohh They say two wrongs do unmake a right That Do unmake it right no So if I am wrong I are not tryna fight I do not want to fight no whoa oh I am tryna have some dinner wit some candlelight Yeah yeah make love to me Lay up in tha bed and make love all night So papi I will arrive maybe I will just stay But promise me that you will do the same Girl I amma love you like I never loved you Touch me like you never touched me Yo if you give me the chance girl I am gone show you Show me yeaa I are stay_in_place to stay on tha block no more girl I amma come home early girl I promise Yea yeah yeah yeah yeah yeah yeah yea,584
58,2002.0,Ludacris Featuring Sleepy Brown,Saturday ,+ I going to big weed stash pocket full of cash Just seen a big ol ass Sticky icky icky icky Sticky icky icky icky System on blast cops just pass Just seen a big ol ass Sticky icky icky icky Sticky icky icky icky Grease do not pop on the stove no more moved on up Double shot Hennesey fill my cup Luda choke smoke in a big black truck Should I wild out WHAT THE FUCK How you goin Act like my rims are dirty How you going to ack like my neck do not bling Haters get sprayed like aftrosheen But they do ever really want to pop them things Cane cane sugar man Luda do stay_in_place And I stop at a light pull off so slow But I am out for the night so pass that dro So daddy come home in a Cadillac brome cadillac brome Now do not it sound absurd Claim College Park where they flip them birds Trick car alarms then bend them curves Chop chop chunk it up fat man herb It is illegal bout the plants in my backyard grow that is my bud Smoke notil ya drop out that is my luck Keep a couple rolled and I hit the club in the back door NIGGA WHAT Act like I do unmake clout how you going to act like I do leave loud How you going to act like I do not rock crowds And leave a lot of people with a gap tooth smile If I recollect right then you sound like dirt But I guess what you really do ignore do be_well With a vest and a pump hear the shot gun squirt My folks on the block man they got that work Do not it smell so good in Southwest where they rep that hood Protect your chest they up to no good And come through flossin they wish yall would Worldwide hustlers get that dough Work that tip get rid of evidence move that brick Keep a D eagle with an extra clip Think it are not so SUCK A DICK Act like I just do rap How you going to act like I just are unstrap How you going to act like I do pull lacs Black Eldorado fifth wheel on BACK Ichy finger trigger man Luda do not squeeze With a mac with a Glock I amma make em say please In the back on block so the cops they freeze And I am so high I think I got a nose bleed you going to nose bleed Do not it smell so sweet In Decatur where we pack that heat And rob the neighbors in the night creep creep I will see you LATER we will be in them streets,468
59,2002.0,Maxwell,Lifetime,I was reborn when I was broken I would disbelieve I would disbelieve no Been through a storm no use in hoping That you would come rescue me Somehow your love set me free And I I can let my life pass me by Or I can get down and try Work it all out this lifetime Work it on out this time I can let it all pass me by Or I can get down and try Work it all out this lifetime lifetime There was a time when love was not chosen Now I am just open for more Now I am just reaching out for something better That I had before girl There are not a bottom line in your world Ooh and I I can let my life pass me by Or I can get down and try Work it all out this lifetime Work it on out this time I can let it all pass me by Or I can just try and try I can move to the light Oh if I take it one day at a time Oh spread my love out and fly oh I Ooh I can just make you understand That love is not a fairy tale in a melody If you want it you can have it girl Maybe you will see maybe you will see Lifetime lifetime Ooh and I I can let my life pass me by I can just try and try Work it all out this lifetime lifetime I can let it all pass me by Or I can just alright now Lifetime lifetime I can let my life pass me by Work it on Lifetime lifetime I can let my life pass me by There is no way there is no way I will arrive you I will arrive Lifetime lifetime I can let my life pass me by Oh you are so mine baby Lifetime lifetime,324
60,2002.0,Busta Rhymes,Break Ya Neck,Yeah check it out see The only thing you need to do right here is Is nod your fucking head Yeah yeah Break ya fucking neck bitches Yeah yeah Here we go now Where we going now Where we going now Give it away give it away give it away now Give it away give it away give it away now Just give it away nigga Yeah here we go now Tell me watchu really want to do Talk to a nigga talk to me You look like you could really give it to a nigga From the way you talk and the way ya try to walk for me The way you really try to put it on a dawg Doing it like ya never did before for me The way you break yo back and I break yo neck And the way you try to put it on the floor for me come on oh yeah Tell me where my niggas is at Lemme address yall niggas one time While I lock that down and I hit you with that That bomb shit Yall niggas know all day we be making it drop Yall niggas know every time I come through This motherfucker where we always taking the ride Yall niggas know when we come we be making it flop The way we making it hot will make a nigga want to stop Get money then cash that check for me All my niggas just bust yo TEC for me Everybody from every hood bang yo head Til you break your motherfucking neck for me Just let me give you real street shit To ride in yo shit with Recline yo seat rewind this heat Keep bouncing up and down these streets So nod yo head and Break ya neck nigga Break ya neck nigga Break ya neck nigga Bang yo head until you start to Break ya neck nigga Break ya neck nigga Break ya neck nigga Break ya neck Come along now When I bounce back and you know I done caught my breath Yall niggas all know how we do When the way we bang niggas in the head and we do it to death The fire boy you know we baking a ounce I know you love the way we be giving you the music making you bounce Now fuck it up just a little for my niggas Everytime we come through niggas know that we did it for yall And the way we do it for the people Niggas know we always give it to yall I said bounce In the day time or the night when ya creeping along Well just bang this shit up in the truck While you break yo neck now motherfucker try to figure my flow See the way we come right through We be always blowing the spot again and again And make a nigga really want to STOP Better tell yo crew yo peeps All my niggas better put they troops on And gather up your soldiers nigga You know you better keep yo boots on All my niggas in the place Wave your hands high now and the way we put it down Make a nigga wonder what he really going to try now Whatcha really want to do Just place your bet and putcha money where ya mouth is All my niggas in the street just break ya neck and keep on bouncing Just let me give you real street shit To ride in yo shit with Recline yo seat rewind this heat Keep bouncing up and down these streets So nod yo head and Break ya neck nigga Break ya neck nigga Break ya neck nigga Bang yo head until you start to Break ya neck nigga Break ya neck nigga Break ya neck nigga Break ya neck Here we go now and you know everytime BustaBus be holding the fort My nigga watch how we shutting it down The way we put it on coming through like a steamroller Me and Dre nigga are yes fucking around My nigga yeah whattup Me and my team got a link because you know we stay chopping it up And when we get up in the club All of my niggas at the bar know we locking it up And we get a little And we get a little And we get a little crunk Lemme give yall niggas some shit That will make you want to bang this out yo trunk Get money then cash that check for me All my niggas just bust yo TEC for me Everybody from every hood bang yo head Til you break ya motherfucking neck for me Just let me give you real street shit To ride in yo shit with Recline yo seat rewind this heat Keep bouncing up and down these streets So nod yo head and Break ya neck nigga Break ya neck nigga Break ya neck nigga Bang yo head until you start to Break ya neck nigga Break ya neck nigga Break ya neck nigga Break ya neck,855
61,2002.0,Mary J. Blige,Family Affair,Let is get it crunk upon Have fun upon up in this dancery We got ya open now ya floating So you gots to dance for me Do obviate no hateration Holleration in this dancery Let is get it percolating while you are waiting So just dance for me Come on everybody get on up Cause you know we gots to get it crunk Mary J is in the spot tonight And I amma make it feel alright Come on baby just party with me Let loose and set your body free Leave your situations at the door So when you step inside jump on the floor Let is get it crunk upon Have fun upon up in this dancery We got ya open now ya floating So you gots to dance for me Do obviate no hateration Holleration in this dancery Let is get it percolating while you are waiting So just dance for me Ooh it is only going to be about a matter of time Before you get loose and start to lose your mind Cop you a drink go head and rock your ice Cause we celebrating No More Drama in our life With a Dre track pumping everybody is jumping Go ahead and twist your back and get your body bumping I told you Leave your situations at the door So grab somebody and get your ass on the dance floor Let is get it crunk upon Have fun upon up in this dancery We got ya open now ya floating So you gots to dance for me Do obviate no hateration Holleration in this dancery Let is get it percolating while you are waiting So just dance for me We do obviate no haters We are just trying to love one another We just want yall have a good time No more drama in your life Work real hard to make a dime If you got beef your problem not mine Leave all that BS outside We are going to celebrate all night Let is have fun tonight no fights Turn that Dre track way up high Making you dance all night and I Got some real heat for ya this time Does not matter if you are white or black Let is get crunk because Mary is back Let is get it crunk upon Have fun upon up in this dancery We got ya open now ya floating So you gots to dance for me Do obviate no hateration Holleration in this dancery Let is get it percolating while you are waiting So just dance for me Let is get it crunk upon Have fun up on up in this dancery We got ya open now ya floating So you gots to dance for me Do obviate no hateration Holleration in this dancery Let is get it percolating while you are waiting So just dance for me Let is get it crunk upon Have fun upon up in this dancery We got ya open now ya floating So you gots to dance for me Do obviate no hateration Holleration in this dancery Let is get it percolating while you are waiting So just dance for me Let is get it crunk upon Have fun upon up in this dancery We got ya open now ya floating So you gots to dance for me Do obviate no hateration Holleration in this dancery Let is get it percolating while you are waiting So just dance for me,582
63,2002.0,Joe,What If A Woman,What if a woman Had a man on the side And she never spent time with you What if a woman Said she is working late And it is always the same excuse What if a woman Took the keys to your whip Said I will be right back do not trip What if a woman Left you home with the kids Changing diapers and shit What a twist Could you stand inside her shoes and walk a mile Could you hold her down when she does not smile What if a woman what if a woman What if a woman was just like you What if a woman what if a woman What if a woman was just like you What if a woman what if a woman What if a woman was just like us What if a woman what if a woman What if a woman Could you ever wonder if she does What if a woman Started wearing the pants Would you feel less of a man and more What if a woman Never want to settle down Always want to run around on the low You can beg you can plead you can cry She will differ your wife But your eyes are full of tears She will be running the streets With girls hanging out tonight It is the same thing you do to her If the table were turned around Would you leave Would you stay Would you drown If the cards you were dealt were to change Would you let your hand go up in flames What if a woman what if a woman What if a woman was just like you What if a woman what if a woman What if a woman was just like you What if a woman what if a woman What if a woman was just like us What if a woman what if a woman What if a woman Could you ever wonder if she does,331
65,2002.0,Erykah Badu Featuring Common,Love Of My Life ,Right here what we gone do is go back Way Way back yeah Way back Ooh Way back yeah I met him when I was a A little girl he gave me He gave me poetry He was my first But in my heart I knew I Was not the only one Cause when the tables turned He had to break but Whenever I got lonely Or needed some advice He gave me his shoulder His words were very nice But that is all behind me Cause now there is no other My love is his and his is mine A friend became the Love of my life You are my friend Love of my life I can depend Love of my life Without you baby It feels like I sampled true love But the shit did clutter A freakfreak yall and ya do start A to the beat yall and ya do start A freakfreak Or could it be that it was All just so simple then A teenage love but you said He is just a friend He moved around and we kept In touch through his friend Mike The world was young and we knew We could linger but Whenever I got lonely Or needed some advice He gave me his shoulder His words were very nice But that is all behind me Cause now there is no other My love is his and his is mine A friend became the Love of my life You are my friend Love of my life On you I can depend yeah yeah Love of my life Without you baby It feels like I sampled true love But the shit did clutter Yall know how I met her We broke up and got back together To get her back I had to sweat her Thought she would roll with bad boys forever in many ways Them boys may be better to grow I had to let her She needed cheddar and I understood that Looking for cheese that do unmake her a hoodrat In fact she is a queen to me her light beams on me I love it when she sings to me It is like that and a Love of my life Ooh you know you rock my world and Love of my life You Bboy and I am Bgirln Love of my life It do start until the break of dawn ooh Love of my life Ooh you know you rock my world and Love of my life You Bboy and I am Bgirln Love of my life Yeah,432
66,2002.0,Mary J. Blige,No More Drama,So tired tired of this drama You go your way I go my way No more no more I want to be free I am so tired so tired Broken heart again Another lesson learn Better know your friends Or else you will get burned Gotta count on me Cause I can guarantee that I will be fine no more pain no more pain no more drama in my life no one is going to make me hurt again Why would I play the fool Go through ups and downs Knowing all the time You would differ around Or maybe I like the stress Cause I was young and restless But that was long ago I do not want to cry no more no more pain no more pain no more game No more game messing with my mind No more drama in my life No one is going to make me hurt again No more No more tears I am tired of crying everynight no more fears I really do not want to cry no more in my life I do never want to hurt again Wanna speak my mind want to speak my mind Go head Ooh it feels so good When you let go Of all the drama in your life Now you are free from all the pain Free from all the game Free from all the stress So find your happiness I do ignore Only God knows where the story ends for me But I know where the story begins It is up to us to choose Whether we win or loose And I choose to win no more pain no more pain tired of hurting tired of your playing games with my mind no more drama in my life No more no more no more no more no more no more no more tears no more crying every night no more waking me up in the morning With your disturbing phone calls Leave me alone go ahead Hey yeah Oh whoa No more time No more games I am tired I am so tired No more no more No more no more no more no more no more No more drama I am tired of all this drama Go head go head you demons get out of my face Go get out my life I am bout to lose my mind Lord help me help me say No more drama No more drama No more drama No more drama Oh help me sing I need a peace of mind No more drama Damn I need a good night sleep I need to know that you will not creep Oh no oh no No more no more no more drama No more drama in my in my life I am so tired Tired tired of all this drama Of all the drama,477
67,2002.0,Brandy,Full Moon,Boy I saw you soon as you came bouncing through the door You and your mans and them just took over the floor Started doing your thing And it made me notice you even more The way you turned around and looked at me seemed as though You must have somehow felt me staring on the low Something tells me you are the kind of guy I would like to get to know I are odd going to front I are odd going to lie Since you walked up in the club I have been giving you the eye We can dance if you want Get it cracking if you like Must be a full moon Feel like one of those nights Why is this the first time that I am seeing you around Could you be visiting or are you new in town Yeah whatever the case I am feeling you right here and right now Your smile and all the love you showing lets me know that you Like what you see and want to get to know me too This could very well be the start of something special Happy that I met you I are odd going to front I are odd going to lie Since you walked up in the club I have been giving you the eye We can dance if you want Get it cracking if you like Must be a full moon Feel like one of those nights I are odd going to front I are odd going to lie Since you walked up in the club I have been giving you the eye We can dance if you want Get it cracking if you like Must be a full moon Feel like one of those nights I did forget that I would come here tonight Meet someone like you Start feeling the way I do Seems like we have known each other most of our lives After one conversation this must be right I are odd going to front I are odd going to lie Since you walked up in the club I have been giving you the eye We can dance if you want Get it cracking if you like Must be a full moon Feel like one of those nights I are odd going to front I are odd going to lie Since you walked up in the club I have been giving you the eye We can dance if you want Get it cracking if you like Must be a full moon Feel like one of those nights I are odd going to front I are odd going to lie Since you walked up in the club I have been giving you the eye We can dance if you want Get it cracking if you like Must be a full moon Feel like one of those nights I are odd going to front I are odd going to lie Since you walked up in the club I have been giving you the eye We can dance if you want Get it cracking if you like Must be a full moon Feel like one of those nights,528
