,Year,Artist,Song Title,Lyrics,word_count
932,2012.0,Wale Featuring Jeremih & Rick Ross,That Way,I apologize I do forget your name But lemme tell you that them heels Really complement your frame Girl lemme get them Ooh aahs then I going to catch my plane Say ya miss me and ya wishing for some private time Girl how could we get that way Girl how could we get that way Look another day another dollar She hate me when I leave because when I leave I never call her That is life shit alright shit I could call you right quick But if I call you gone be like Boo why we have not skyped yet And on Skype bet you say Le where my flight at if I decline Then you inquire on where I spend my nights at Shit this life gets overwhelming and more then hectic But a woman worth some anger is certainly worth some effort Just look closer my life is quite deceptive Women will sell they soul just to buy some attention I need something to hold fuck that passive aggression And when im back from off that road do obviate me no questions Please fear watchu do ignore I apologize I do forget your name But lemme tell you that them heels Really complement your frame Girl lemme get them Ooh aahs then I going to catch my plane Say ya miss me and ya wishing for some private time Girl how could we get that way Girl how could we get that way Do forget how I met her but I know I will remember her And If loving her is wrong then I just know I will not see heaven She say she from Seattle she twenty and some change Before I get to TIA I am sure to make her rain Then I am back up on my plane Chitown OHare We spend some time and get some wine have some milds from Harold is I told her this here is overrated but I love your city baby Gotta get back to the D you know we finally famous Driver drop me off at Dulles im headed to some money TSA be laughing all them rubbers in your luggage I know ima always leave em but I swear ill always love em Tell her you will probably find someone but you will never find another I apologize I do forget your name But lemme tell you that them heels Really complement your frame Girl lemme get them Ooh aahs then I going to catch my plane Say ya miss me and ya wishing for some private time Girl how could we get that way Girl how could we get that way Got on my suede shoes I am in a great mood Air baggage claim awaiting miss thing outta St Louis Know she shining bright got on my cartier She my Billie Jean we menage with Mary Jane See we city hop Vegas to LA Brings alotta joy Buggati boy thats lane to lane Our faucets used to drip I used to ride the bench But it was written in cursive for this king to exist Packed her bags now she live amongst entrepreneurs Marc Jacob the makeup she Givenchy consumer Gianni Versaci connoisseur a carnivore Accountable for a half a million unaccounted for boy I apologize I do forget your name But lemme tell you that them heels Really complement your frame Girl lemme get them Ooh aahs then I going to catch my plane Say ya miss me and ya wishing for some private time Girl how could we get that way Girl how could we get that way,607
933,2012.0,Trey Songz,Sex Ain't Better Than Love,Sex are ill than love Sex are not sex are ill than love I been outchea in these streets and I done learned Every girl I gave my loving to was only a substitute I been outchea in these streets and I done learned Even though she is in my arms this are not where my heart belongs Sex in the air no loving here Soon as I get through I am outta there And it feels so bad but it felt so good Wishing I could care girl I never could But then I fell into good love Did prevent me touch the ground Now I see it clear that your heart is there And all these other women they just can not compare girl I know Sex are ill than love I been outchea in these streets and I done learned that Sex are ill than love I done seen it all done done it all so much better when you fall Sex are ill than love Girl you have been my teacher and I have learned that Sex are ill than love Sex are not sex are ill than love Feelings I thought that I would never have Ooh I am so open and I got it bad I got you now and I ama make it last She says my baby she can not wait to have Love in the air never been so clear So beautiful bring your body here Let me fall into good love I want to hear the lovely sound Let me take my time while we in this bed You were made for me and I do not want to share girl I know Sex are ill than love I been outchea in these streets and I done learned that Sex are ill than love I done seen it all done done it all so much better when you fall Sex are ill than love Girl you have been my teacher and I have learned that Sex are ill than love Sex are not sex are ill than love Do not you ever leave Baby girl I need need you love to breathe Never been so clear to me I was blinded but now I see because Sex are ill than love I been outchea in these streets and I done learned that Sex are ill than love I done seen it all done done it all so much better when you fall Sex are ill than love Girl you have been my teacher and I have learned that Sex are ill than love Sex are not sex are ill than love Sex are ill than love Sex are ill than love Sex are ill than love Sex are ill than love Girl you have been my teacher and I have learned that Sex are ill than love Sex are not sex are not sex are ill than love,488
934,2012.0,Meek Mill Featuring Drake,Amen,I just want to thank God For all the pretty women he let into my life All the Benjamins you let me count Wealth and health For my family And letting me ball on these niggas Now there is a lot of bad bitches in the building A couple real niggas in the building I am finna kill niggas in the building I tell the waiter fifty bottles and she tell me say when And I say church We make it light up like a church She want to fuck and I say church Do Liv on Sunday like a church Bottle after bottle drink until I overdose Pull up in the Phantom watch them bitches catch the Holy Ghost Errtime I step up in the dealer I be going broke Shorty want to fuck me I say get on top and roller coast And I lay back she go cray fuck me good but she no stay Murder on that pussy let her boyfriend get that DOA Get it And all I get is Frito Lay Plus I am on probation when they test me I just pee Ros Cause last night I went hard Peach Ciroc Patron and all Thirty racks on magnum bottles I think I was born to ball Looking like a million plus fresh I am out that corner store Hater I be doing me you guys should be doing yall I am stacking money to the ceiling All this ice that is in my Rollie I be chilling And I just made a couple million So I could take care of them children let is go Now there is a lot of bad bitches in the building A couple real niggas in the building I am finna kill niggas in the building I tell the waiter fifty bottles and she tell me say when And I say church We make it light up like a church She want to fuck and I say church Do Liv on Sunday like a church Just bought my niggas some caine so much it came with a plane Bought my niggas some dope so much it came with a boat I just bought me a crib so big it came with a moat For niggas jumping the fence I hope you niggas can float And I just hope that I am forgiven for caring bout how they living And loanin a little money and keeping em out of prison I are stand in my s I am just telling you the basics Of growing up with your friends and becomin the one that made it Yes lord All gold man I got these bitches soul Talking bout these other rappers getting old is even getting old Worrying about your followers you need to get your dollars up Me and Meek young niggas popping like our collars up And good are evil enough and your hood are not hood enough Spent my whole life puttin on you spend your whole life puttin up Ai yes telling when I go so there are not shit that I ama wait for I am the type to say a prayer then go get what I just prayed for Now there is a lot of bad bitches in the building A couple real niggas in the building I am finna kill niggas in the building I tell the waiter fifty bottles and she tell me say when And I say church We make it light up like a church She want to fuck and I say church Do Liv on Sunday like a church Lord forgive me for my sins I am just tryna win And she a devil in a dress but if she knock I let her in And if she knock I let her in I have her wet by 12 o clock then 3 o clock she wet again I am screaming Oh Lord that pussy good that pussy good I am tryna hold on I wish I could you think I should She got that million dollar body shorty my Bugatti And she said she got a man we keep it secret Illuminati And Ciroc all in my bottle She was on that Reposado And I think I will rep Serato In this bitch I am spending like I hit the lotto cause it is a lot of Now there is a lot of bad bitches in the building A couple real niggas in the building I am finna kill niggas in the building I tell the waiter fifty bottles and she tell me say when And I say church We make it light up like a church She want to fuck and I say church Do Liv on Sunday like a church,795
935,2012.0,Anthony Hamilton,Pray For Me,I was stupid really stupid Something told me deep inside better unmake it What a dummy such a dummy To let some mess I should lack did take you from me Girl if I could take it back it would be so back I would be such an angel You would think that me and Jesus was cool Like that just like that Everything between us be good Girl I know what I should have done Should have walked away the moment that I saw her coming But I blew it really blew it And lost the only girl I love Dear God if you are listening now I need you do a thing for me You see my baby she done up and walked out I need you bring her back to me I know that I was wrong I was guilty as sin Probably posteriority But dear God if you are listening now Down here dying begging crying Somebody need to pray for me Mmmhmm mmhmm mmhmm Dear God if you are listening Mmmhmm mmhmm mmhmm Thought I was something really something In the end who knew I would end up with nothinggg I was fronting truly fronting Girl I really can differ mad I had it coming Guess if I was half the man I know I am I would be so good that even Oprah be jealous of you It is like that yeah like that Everything between us be good Girl I know what I should have done Should have walked away the moment that I saw her coming But I blew it really blew it And lost the only girl I love Dear God if you are listening now I need you do a thing for me You see my baby she done up and walked out I need you bring her back to me I know that I was wrong I was guilty as sin Probably posteriority But dear God if you are listening now I am down here dying begging crying Somebody oughta pray for me I am making you this promise right now If you can do this one thing for me I will be the man that you want I will be the man that you need Church every Sunday Prayers every Monday Tuesday and Wednesday and Thursday and Friday Just bring my baby back to me Dear God if you are listening now I need you do a thing for me You see my baby she done up and walked out I need you bring her back to me I know that I was wrong I was guilty as sin Probably posteriority But dear God if you are listening now I am down here dying begging crying Somebody oughta pray for me Oh Lord please listen to my cry yeah Bring my baby back to me Oh God oh oh,481
937,2012.0,Trey Songz,Dive In,Ooh I am about to dive in woah I was thinking about taking a couple laps I just want to dive in Yeah dive in yeah Splash baby girl that is your waterfall Feel it coming down on me so crazy Yeah girl I love the way your body talk Come a little closer just like that keep on talking girl you got me Wanting to go deeper than you will ever know Wanting to feel the way you flow Ooh you got that look up in your eyes What we bout to do are yes surprise I am about to dive in Baby girl hold your breath We about to get so wet Swimming in your body let me dive in You know are yes running round this pool Going under just for you baby you Watch me stroke left stroke right stroke back stroke Girl there are yes running round this pool Ooh I am about to dive in Baby girl hold your breath We about to get so wet Put me to the test girl when I dive Drip baby we do obviate no towel I ama be the one who rub your body now Wo not drown are odd coming up for air now I will just keep my head down down down Swim for days I can doggy paddle all kind of ways Girl you got me Wanting to go deeper than you will ever know Wanting to feel the way you flow Ooh you got that look up in your eyes What we bout to do are yes surprise I am about to dive in Baby girl hold your breath We about to get so wet Swimming in your body let me dive in You know are yes running round this pool Going under just for you baby you Watch me stroke left stroke right stroke back stroke Girl there are yes running round this pool Ooh I am about to dive in Baby girl hold your breath We about to get so wet Put me to the test girl when I dive Submerged inside your world So deep inside you girl Beautiful place to be So soaking wet and girl it is made for me I am bout to dive in Baby girl hold your breath We about to get so wet Swimming in your body let me dive in You know are yes running round this pool Going under just for you baby you Watch me stroke left stroke right stroke back stroke Read the signs there are yes running I am about to dive in Baby girl hold your breath We about to get so wet Put me to the test girl when I dive Ooh girl when I dive Dive,460
938,2012.0,Nicki Minaj Featuring 2 Chainz,Beez In The Trap,Yo Man man Uh Bitches are not shit and they are not saying nothinggg A hundred motherfuckers can not tell me nothinggg I beez in the trap bee beez in the trap I beez in the trap bee beez in the trap Bitches are not shit and they are not saying nothinggg A hundred motherfuckers can not tell me nothinggg I beez in the trap bee beez in the trap I beez in the trap bee beez in the trap Man I been did that man I been popped off And if she are not trying to give it up she get dropped off Let me bust that Uie bitch bust that open Might spend a couple thou just to bust that open Rip it off no joking like your name Hulk Hogan Niggas move weight in the South but live in Hoboken Bitch I spit that crack like I am in that trap So if you need a hit then I am with that bat Bitches are not shit and they are not saying nothinggg A hundred motherfuckers can not tell me nothinggg I beez in the trap bee beez in the trap I beez in the trap bee beez in the trap Bitches are not shit and they are not saying nothinggg A hundred motherfuckers can not tell me nothinggg I beez in the trap bee beez in the trap I beez in the trap bee beez in the trap 2 Chainz Okay now Nicki Nicki Nicki put it in your kidney Got a new LS 450 are yes keys in this dohicky If I were not rapping I would be trapping If I were not trapping I would be pimping If I were not pimping I would be getting it period I do not smoke no bobby but my denim be from ricky Got your girl on molly and we smoking loud and drinking Got my top back so you can see what I been thinking If you know me then you know I have been thinking Franklin Money thousands True Religion trousers Got a private home started from them public houses Hair weave killer causing her arousal Audi A8 told them outtie 500 uh Bitches are not shit and they are not saying nothinggg A hundred motherfuckers can not tell me nothinggg I beez in the trap bee beez in the trap I beez in the trap bee beez in the trap Bitches are not shit and they are not saying nothinggg A hundred motherfuckers can not tell me nothinggg I beez in the trap bee beez in the trap I beez in the trap bee beez in the trap Damn damn what they say about me I do ignore man fuck is on your biscuit If I get hit swinging on a big bitch I do ignore man I am shitting on your whole life Damn damn what they say about me I do ignore man fuck is on your biscuit If I get hit swinging on a big bitch I do ignore man I am shitting on your whole life Bitches are not shit and they are not saying nothinggg A hundred motherfuckers can not tell me nothinggg I beez in the trap bee beez in the trap I beez in the trap bee beez in the trap Man I am out in Texas man I am out in Atown Then I am up in Chitown or Miami shutting it down It is that New Orleans it is LA or The Bay It is New York Philly and the whole DMV I am a Detroit Player man it is NorthSouth Cack Ohio Pittsburgh got St Louis on deck It is Delaware Connecticut it is New Jersey got hella bricks It is Queens Brooklyn and yeah they wilding Bronx Harlem and Staten Island Bitches are not shit and they are not saying nothinggg A hundred motherfuckers can not tell me nothinggg I beez in the trap bee beez in the trap I beez in the trap bee beez in the trap Damn damn what they say about me I do ignore man fuck is on your biscuit If I get hit swinging on a big bitch I do ignore man I am shitting on your whole life Damn damn what they say about me I do ignore man fuck is on your biscuit If I get hit swinging on a big bitch I do ignore man I am shitting on your whole life,748
939,2012.0,Frank Ocean,Thinkin Bout You,A tornado flew around my room before you came Excuse the mess it made it usually does not rain in Southern California much like Arizona My eyes do persistent tears but boy they pour when I am thinking bout you I have been thinking bout you I have been thinking bout you do you think about me still Do ya do ya Or do you forget so far ahead Cause I been thinking bout forever ooh Or do you forget so far ahead Cause I been thinking bout forever ooh No I do unlike you I just thought you were cool enough to kick it Got a beach house I could sell you in Idaho Since you think I do hate you I just thought you were cute That is why I kissed you Got a fighter jet I do leave to fly it though I am lying down Thinking bout you I have been thinking bout you I have been thinking bout you do you think about me still Do ya do ya Or do you forget so far ahead Cause I been thinking bout forever ooh Or do you forget so far ahead Cause I been thinking bout forever ooh Yes of course I remember how could I forget how you feel You know you were my first time a new feel It will never get old not in my soul not in my spirit keep it alive We will go down this road notil it turns from color to black and white Or do you forget so far ahead Cause I been thinking bout forever ooh Or do you forget so far ahead Cause I been thinking bout forever ooh,283
940,2012.0,Elle Varner,Refill,I feel like the girl at the bar who is been there too long Ca sit up I should be gone but I just can leave enough yeah Fumbling giggling silly as ever I get like this after one too many But right now I are odd been drinking He approached me and asked for a minute Which turned into five then turned into ten And right now I do ignore how to say when So can I get a refill Can I get a refill Can I get a refill Yeah of your time Cause you are intoxicating my mind Feel like a conversational lush Cause I do ignore how much is too much yeah I feel like the girl at the bar who is been there too long Ca sit up Wishing and hoping that I do conserve it I am nervous as hell I do not want to show it And right now I do odd know what I am saying I have never had game no never I do not want to sound like a broken record But until you say goodnight All I know is that I am staying So can I get a refill Can I get a refill Can I get a refill Yeah of your time Cause you are intoxicating my mind Feel like a conversational lush Cause I do ignore how much is too much yeah I feel like the girl at the bar who is been there too long Ca sit up I need a shot of You on the rocks Cause I am down to my very last drop So can I get a refill Can I get a refill Can I get a refill Baby can I get a refill Yeah Cause I feel like the girl at the bar who is been there too long Ca sit up I should be gone but I just can leave enough So can I get a refill Can I get a refill Can I get a refill Can I get a refill Can I get a refill Can I get a refill Can I get a refill Can I get a refill baby Baby can I get a refill Baby can I get a refill Can I get a refill,380
941,2012.0,Juicy J Featuring Lil Wayne & 2 Chainz,Bandz A Make Her Dance,Ear Drummers Strippers Mike WiLL MadeIt Bandz a make her dance bandz a make her dance Bandz a make her dance bandz a make her dance Bandz a make her dance bandz a make her dance Bandz a make her dance bandz a make her dance All these chicks popping pussy I am just popping bandz Bandz a make her dance bandz a make her dance These chicks clapping and they are not using hands Bandz a make her dance bandz a make her dance All these chicks popping pussy I am just popping bandz Bandz a make her dance bandz a make her dance These chicks clapping and they are not using hands Short hair like Nia Long loose ones she do obviate a loan Start twerking when she hear her song stripper pole her income We get trippy and then some so nasty when she rolling She put that ass up in my hands I remote control it She give me dome when the roof gone After KOD she leave with me She got friends bring three I got drugs I got drink Bend it over Juicy J going to poke it like wet paint You say no to ratchet pussy Juicy J can not Racks everywhere they showing racks I am throwing racks In the VIP rubber on I am stretching that Rich niggas tipping broke niggas looking And it are not a strip club if they are disprove pussy Bandz a make her dance bandz a make her dance All these chicks popping pussy I am just popping bandz Bandz a make her dance bandz a make her dance These chicks clapping and they are not using hands Baby Bandz a make her dance bandz a make her dance All these chicks popping pussy I am just popping bandz Juicy I got you Bandz a make her dance bandz a make her dance These chicks clapping and they are not using hands Uh pop that pussy for a real nigga Pull out my black card that is my little nigga Make a movie with your bitch Steven Spiel nigga Smoking on Keysh Cole give me me chills nigga What is your real name And not your stripper name I make it rain on ya like a windowpane Bandz a make her dance Tunechi make her cum Hititfromthesidelikeamothafuckinbassdrum Two hoes on one fucking pole two hoes on my fucking pole I do not tip I pay bills bitches call me Buffalo Her stomach in and her ass out I am flyer than the ones they pass out If money grow on trees I branched out I am just waiting for my bitch to cash out Bandz a make her dance bandz a make her dance All these chicks popping pussy I am just popping bandz I am just waiting for my bitch to cash out Bandz a make her dance bandz a make her dance Tunechi These chicks clapping and they are not using hands Bandz a make her dance bandz a make her dance All these chicks popping pussy I am just popping bandz Bandz a make her dance bandz a make her dance These chicks clapping and they are not using hands 2 Chainz 2 Chainz four bracelets Let me see that ass clap standing ovation If yo girl do not swallow kids man that ho basic Got 2 bitches with me take a shot of one ho using her friend for a chaser Bandz a make her bust it let me see you touch it Money talk you are leave none end of discussion Bandz a make her do it pocket full of money Young nigga getting head while the engine running Let me see you wiggle do it for a real nigga I be laughing to the bank all you do is giggle Balling in my coupe call it sports car Drop the top and freak it treat that bitch just like a porn star Bandz a make her dance bandz a make her dance All these chicks popping pussy I am just popping bandz Bandz a make her dance bandz a make her dance These chicks clapping and they are not using hands Bandz a make her dance bandz a make her dance All these chicks popping pussy I am just popping bandz Bandz a make her dance bandz a make her dance These chicks clapping and they are not using hands,740
945,2012.0,Drake,Headlines,I might be too strung out on compliments Overdosed on confidence Started not to give a fuck and stopped fearing the consequence Drinking every night because we drink to my accomplishments Faded way too long I am floating in and out of consciousness And they saying I am back I would agree with that I just take my time with all this shit I still believe in that I had someone tell me I fell off ooh I needed that And they want to see me pick back up well where would I leave it at I know I exaggerated things now I got it like that Tuck my napkin in my shirt cause I am just mobbing like that You know good and well that you do not want a problem like that You going to make someone around me catch a body like that No do unmake it please do unmake it Cause one of us goes in and we all go through it And Drizzy got the money so Drizzy going to pay it Those my brothers I are odd going to say it That is just something they know They know they know they know They know they know they know They know they know they know Yeah they know yeah That the real is on the rise Fuck them other guys I even gave em a chance to decide Now it is something they know They know they know they know I be yelling out Money over everything Money on my mind Then she want to ask when it got so empty Tell her I apologize happened over time She says they miss the old Drake girl do not tempt me If they do leave it they will be over you That new shit that you got is overdue You better do what you supposed to do I am like Why I going to be all that But still I can admit the fact that it is true Listening to you expressing all them feelings Soap opera rappers all these niggas sound like All My Children And that is who you thinking is about to come and make a killing I guess it really is just me myself and all my millions You know that they are odd got it like that You going to hype me up and make me catch a body like that Cause I live for this it is unjust a hobby like that When they get my shit and play it I are odd going to say it they know They know they know they know They know they know they know They know they know they know Yeah they know yeah That the real is on the rise Fuck them other guys I even gave em a chance to decide Now it is something they know They know they know they know I be yelling out Money over everything Money on my mind Tell them I apologize it happened over time They know They know they know they know They know they know they know They know they know they know Yeah I heard once that they would rather hear about memories than enemies Rather hear what was or will be than what is Rather hear how you got it over how much it cost you Rather hear about finding yourself than how you lost you Rather you make this an open letter About family and struggle and it taking forever About hearts that you have broken and ties that you have severed No doubt in my mind that will make them feel better,605
946,2012.0,Trey Songz Featuring T.I.,2 Reasons,Tell the DJ turn it up Bet the DJ bring it back Tell him play that shit again Tell him that you like that like that oh Trey I are leave but two reasons to be here man All the ballers popping bottles I know it is somebody birthday Right now right now right now right now right now Yeah and somebody getting drunk too Right now right now right now right now right now Catch me in the club like I own that bitch Shawty dancing like she on that dick Bad bitches never hold back Send me a picture where your phone at I only came here for two reasons I came for whatchu came for I only came for the bitches and the drinks Bitches and the drinks bitches and the drinks For the bitch cacame for the bitches and the drinks Bitches and the drinks bitches and the drinks what you came for Baby get your glass up only came for bitches and the drinks Baby get your ass up that is what I came for I see you trying to handcuff her on the street Stop tripping you can unrestraint that freak Ai not nobody got a body like hers Ghetto booty but she came from the burbs Got a dark skinned girl dancing on me Two white girls dancing on me Bad yellow bone yeah I am in my zone Waitress keep coming back so you know we hella gone I only came here for two reasons I came for whatchu came for I only came for the bitches and the drinks Bitches and the drinks bitches and the drinks For the bitch cacame for the bitches and the drinks Bitches and the drinks bitches and the drinks what you came for Baby get your glass up only came for bitches and the drinks Baby get your ass up that is what I came for I hit the club and buy the bar In VIP just see my partners and a lot of broads And such a G I be just pop them bottles party hard I am done with today I am looking for tomorrow All I do is turn up are yes dough it do unconcern us All this bubba kush I burn up smell some regular it ruined us Turning corners fishtailing out the parking lot yelling Bankhead west side eight or nine chicks trailing Right behind us been this way since we were minors If it was not for the chicks up in this bitch you would lose us Even way out in China same thing when I came through the door Like here you go again where the bitches and the drink yo I only came for I only came for the bitches and the drinks Bitches and the drinks bitches and the drinks You need to know what I came for Bitches and the drinks Bitches and the drinks bitches and the drinks I know you know what I came for Baby get your glass up only came for bitches and the drinks Baby get your ass up that is what I came for Hey girl you heard what I said get your ass up If you hot you cold you Florida Alaska Chicago Virginia New York City Houston where the girls all thick LA the Bay tell your girl bout this Matter fact tell the whole GA Ooh you know they fine up and down the Carolinas Shout to every ten I see when I am down in Tennessee I only came here for two reasons I came for whatchu came for I only came for the bitches and the drinks,614
949,2012.0,Waka Flocka Flame Featuring Drake,Round Of Applause,Round of applause baby make that ass clap Drop it to the floor make that ass clap Let me see you bust it bust it Baby drop it to the floor and bust it bust it Bounce that ass shake that ass like the Twerk Team Hair long ass fat shawty mean That girl look like Halle Berry when I am on them beans When I hit the scene girls yelling and they scream Flocka can you be my baby daddy Pimping like I am Dolemite hoes jump in my Caddy Smoke like I got cataract in the strip club throwing up them stacks Got racks on top of racks Bust that pussy make that ass clap clap clap I are unmake with you baby bring that ass back Still got 20 is still got 50 is even got them hundreds Throw some money throw some money I amma let it go Waka Flocka Flame better known as Mr Let It Go Round of applause baby make that ass clap Drop it to the floor make that ass clap Let me see you bust it bust it Baby drop it to the floor and bust it bust it Bust it like you can not afford a car You a star you look in the mirror you know who you are right Cool take it low take it way lower than that I fly private when I go are yes layover on that Yeah I made it to the top took a seat still sitting man I am up in Stadium in DC still tipping man She coulda paid tuition five times still stripping I just throw a couple bills and she will have a pair of heels Oh no there I go magic tricking on your ass Throwing every president except for Nixon on your ass Make you rich I feel like I should make commission on your ass Wonder what you would ever do if I went missing on your ass Round of applause baby make that ass clap Drop it to the floor make that ass clap Let me see you bust it bust it Baby drop it to the floor and bust it bust it Throwing them stacks OMG SMH when I am on that stage Pouring Rose all on her ass a round of appeal baby pop that pussy Drop it down for me girl do a split do you smoke girl Gotta zip White Rmy Martin who want to sip 45 on my hip But I gain one deep and every word I say is slurring Vision man is blurring drunk too much liquor Smoke too much weed bitch I am on too much E I am so high yall will miss me In love with strip clubs shorty I am a big tipper Two hundred then I pull down my zipper ughh Shawty say she want me and she want to meet my crew Squad Niggas know we go hard Squad Bounce that ass shake that ass like the Twerk Team Bust it bust it like the Twerk Team Bust it bust it like the twerk team Bricksquad monopoly shorty that is my home team All the smokers they gangster green can unmake no G talk I need a classy girl in the bed she are stay_in_place to be a freak ho Bust it bust it lay down on that floor girl Bust it bust it give me some more head girl Round of applause baby make that ass clap Drop it to the floor make that ass clap Round of applause baby make that ass clap Drop it to the floor make that ass clap Let me see you Bust it Bust it Bust it Bust it Bust it Bust it Baby drop it to the floor And Bust it Bust it Bust it Bust it Bust it Bust it,647
950,2012.0,Future Featuring T.I.,Magic,Pluto Future Hey Tell you off the top I am bossed up You are keep_quiet money do keep_quiet to us I am steady stacking that guap up Ball harder than you when I am locked up You the type of nigga that pop up When niggas rolling that kush huh Got mine growing like grapevines In the backyard come look bruh I pull up hop out Bad hoes just pop out Hating niggas better watch out Still riding with that Glock out My style so mean til it is hostile And aggressive dawg come check your dawg Spend a couple of mill no stress at all Big bankroll no checks at all FYI I am flexing yall Game A1 professional You small ball like golf balls I am basketball go ask your broad Tell her legs open sesame Abracadabra she wet for me Like tada voila Gucci Louie Stravers Prada ah Fishtailing out the parking lot leaving Magic Two bad bitches and I got em out of Magic The way I make the work disappear call it magic Sipping on the purple and the yellow drinking magic Voila magic voila magic Yoila magic voila magic Fishtailing out the parking lot leaving Magic Sipping on the purple and the yellow drinking magic On my way to Aspen I forgot to do my taxes Call up my accountant he going to make it do magic Had to get a driver just to drop me at the airport Way I smoked the blunts man I burned em up like Newports Fifty thousand dollars on superstar attire KE and Young Future bringing them fire All this damn cash make a bitch want to retire Gotta drop a half a brick you want to put me on a flyer Excuse me but my lingo crazy See these diamonds are not none of em fugazi Two bad bitches want to fuck me the greatest AMG in a brand new Mercedes Turn out the lot I ama do a 180 For the haters I ama go ahead do a 360 Drinking on the Sprite got lean all in it I am a astronaut nigga better church my pimping Fishtailing out the parking lot leaving Magic Two bad bitches and I got em out of Magic The way I make the work disappear call it magic Sipping on the purple and the yellow drinking magic Voila magic voila magic Yoila magic voila magic Fishtailing out the parking lot leaving Magic Sipping on the purple and the yellow drinking magic Billionaire boy that is true inspiration I am the astronaut kid no such thing as limitation Flying down 20 in the motherfucking spaceship Just left Magic in the motherfucking basement Two bitches trailing in a Beemer out of Germany Got a thing for me do not want a thing from me They like my energy I am a embassy I know tricks like Criss Angel I do not trick but I could make you famous You could disappear from your past life You will reappear no outta sight I am Pluto talking Jimmy walking when you walking I used to be fly but now I am hawking I rose on Earth and now I am scifi voila I stay high my bitches on they high horse I double back like two cups And crawl out in that new Porsche Fishtailing out the parking lot leaving Magic Two bad bitches and I got em out of Magic The way I make the work disappear call it magic Sipping on the purple and the yellow drinking magic Voila magic voila magic Yoila magic voila magic Fishtailing out the parking lot leaving Magic Sipping on the purple and the yellow drinking magic,620
951,2012.0,2 Chainz Featuring Kanye West,Birthday Song,Yeah birthday it is your birthday If I die bury me inside that Louis store They ask me what I do and who I do it for And how I come up with this shit up in the studio All I want for my birthday is a big booty ho All I want for my birthday is a big booty ho When I die bury me inside the Gucci store When I die bury me inside the Louis store All I want for my birthday is a big booty ho All I want for my birthday is a big booty ho She got a big booty so I call her Big Booty ScrrScrr wrists moving cooking getting to it I am in the kitchen yams everywhere Just made a jug I got bands everywhere You the realest nigga breathing if I hold my breath Referee with the whistle brrt hold his tech Extendo clip extendo roll When your girl leave me she need a hair salon Hair weave killer going on a trapathon See I done had more bombs than Pakistan Dope bomb dro bomb and a pill bomb See nigga I am balling you in will call When I die bury me inside the jewelry store When I die bury me inside the Truey store True to my religion two everything I am too different So when I die bury me next to two bitches Ah Yeezy Yeezy how you do it huh It is my birthday I deserve to be greedy huh She holding out she are take to the needy huh You go downstairs and fall asleep with the TV on Ya will been together ten years you deserve a mnage Especially if you put that BMW in the garage Especially if you paid a couple payments on her Mamma crib Went to her niece is graduation man I hate those kids Last birthday she got you a new sweater Put it on give her a kiss and tell her Do better She said How bout I get you jewelry from the West End How bout she hit the Westin and get her best friend I am joking I am just serious I asked her Do differ acting like no actress if we preaching then we practice Do differ reaching do differ touching shit We in Kanye West is Benz Cause I will turn you back to a pedestrian It is your birthday it is your birthday Bad bitch contest you in first place You in first place you in first place Bad bitch contest you in first place I show up with a check to your work place Tell the DJ play your song this shit come on They ask me what I do and who I do it for When I die bury me inside the booty club Get it girl get it girl get it get it girl I might switch it up and get your girl Deuce and Ye We like Snoop and Dre Is not this your birthday baby You deserve a coupe today Paroles rdiges et expliques par la communaut RapGenius France,521
