,Artist,Song Title,Lyrics,Year,word_count
542,Raheem DeVaughn,Customer, good morning  good afternoon  good evening  welcome to loves can i take your order you can have it your way  welcome  can i help you take a minute to read the menu if you are looking for a man if you are looking for a friend if you are looking for someone to talk to take your time bout taking your order i can appetize ya or main course ya  caution  caution  because the plate is hot  hot  im the catch of the day  ay ay ay ay ay  your dessert  your meal  and your drink  ay ay ay ay ay  you can find it all in me i will fill you up for free if your heart is hungry you can place your order here with me  let me serve you up lemme lemme serve you up see you can have it your way you are the costumer if you want me supersized with some loving on the side just ask for what you want because you are the costumer  lemme lemme serve you up lemme lemme serve you up see you can have it your way you are the costumer you can have me supersized with some loving on the side just ask for what you want because you are the one  you are the customer  if you got special needs picky or hard to please you are particular bout what you like you are the costumer  it is always right satisfaction is guaranteed head to toe girl im quality see the menu is full of me i got a real love policy  im the catch of the day  ay ay ay ay ay  your dessert  your meal  your drink  ay ay ay ay ay  you can find it all in me i will fill you up for free if your heart is hungry you can place your order here with me  let me serve you up lemme lemme serve you up see you can have it your way you are the costumer if you want me supersized with some loving on the side just ask for what you want because your the costumer  lemme lemme serve you up lemme lemme serve you up see you can have it your way you are the costumer you can have me supersized with some loving on the side just ask for what you want because you are the one  you are the costumer  im going to whip it up whip it up nice and slow you can even call your in order i will deliver to your home and i will be there in a matter of seconds and there is more if you want seconds you can be greedy as you like morning  noon and night and im open 24 7 and because i like you it is on me got a whole lot of sugar and honey and a plate full of ecstacy so make your reservations and make your way to me and if that do not work for you baby then tell me where i need to be  let me serve you up lemme lemme serve you up see you can have it your way you are the costumer if you want me supersized with some loving on the side just ask for what you want because you are the customer  lemme lemme serve you up lemme lemme serve you up see you can have it your way you are the costumer you can have me supersized with some loving on the side just ask for what you want because you are the customer  lemme serve you up lemme lemme serve you up see you can have it your way you are the costumer if you want me supersized with some loving on the side just ask for what you want because you are the costumer  lemme lemme serve you up lemme lemme serve you up see you can have it your way you are the costumer you can have me supersized with some loving on the side just ask for what you want because you are the one  you are the costumer,2008.0,687
543,Kanye West Featuring Dwele,Flashing Lights, flashing lights  lights  lights  flashing lights  lights  lights  flashing lights  lights  lights  flashing lights  lights  lights  she do not believe in shooting stars but she believe in shoes and cars wood floors in the new apartment couture from the stores departments you more like love to start shit im more of the trips to florida ordered the hors doeuvres  views of the water straight from a page of your favorite author and the weather so breezy man  why cannot life always be this easy she in the mirror dancing so sleazy i get a call like  where are you  yeezy and try to hit you with the olwuwopte til i got flashed by the paparazzi damn  these niggas got me i hate these niggas more than the nazis  as i recall  i know you love to show off but i never thought that you would take it this far what do i know flashing lights  lights  lights  what do i know know flashing lights  lights  lights  i know it is been a while  sweetheart we hardly talk  i was doing my thang i know it was foul  baby aye  babe  lately  you have been all on my brain and if somebody would have told me a month ago frontin  though  yo  i would not want to know if somebody would have told me a year ago it will go get this difficult feeling like katrina with no fema like martin with no gina like a flight with no visa first class with the seat back  i still see ya in my past  you on the other side of the glass of my memorys museum im just sayin  hey  mona lisa come home  you know you cannot roam without caesar  as i recall  i know you love to show off but i never thought that you would take it this far what do i know flashing lights  lights  lights  what do i know know flashing lights  lights  lights  as you recall  you know i love to show off but you never thought that i would take it this far what do you know flashing lights  lights  lights what do you know know flashing lights  lights  lights  flashing lights  lights  lights  lights  lights ,2008.0,371
544,2 Pistols Featuring T-Pain & Tay Dizm,She Got It, jyoustice league  echoes and fades  yeah  2 pistols tpain  she got it  ahh  yeahh yeahh  hey  i know she got it because she lookin at me like she want it  want it  she drop it low  make me want to throw some ds on it  hey  whatever it is you care not stop it because she get low  when she on that pole  and that let us me know she got it  she got it  she got it  she got it  she got it  she got it  she got it  she got it  ooh  she got it  she got it  she got it  whoahh  she got it  shortay  shegotit  ay  supermodel  lemme holla at you for a second excuse moi  let me talk to you for a second lil mama so fine she got the whole squad sweatin damn  how you fit all that in them jeans was the question that i asked followed by let me buy you a drink  drink  young boss baby  i treatcha treatcha to the finer things the neck bling  wrist bling  wedding ring  nah im playin might light you neck or your wrist butcha got to ride nice dick and uhh  take trips with the bricks she got it  she got it  she got it  she got it  that is what pain said them other niggas lame man  lil mama i got the game plan 2 pistols  me and you boss i make it happen while they talk  ridin 6s while they walk  +  2 pistols  ooh  hey  ooh  hey  she got it  she got it  she got it  she got it  ooh  hey  ooh  hey  she got it  she got it  she got it  she got it  shorty know she is got it  hey  got it  got it  hey  she got it  she got it  she got it  she got it  shorty know she is got it  hey  got it  got it  hey  she got it  she got it  shegotit  damn she bad  damn she bad  damn she thick  yes indeed  five foot five  hazel eyes  redbone you da shit make a nigga want to stop and stare  i just want to pull your hair freaky shit  kinky shit  but we do not need to take it there im a young boss girl  let me upgrade ya he is a worker  i get work out  what you bout girl trips to venice  venice  what is the bidness bet this  swiss your digits  and the rest is history  i see my superwoman  nobody care not do it like she can and she got it  im tellin you like nobody yeah and i love the way she talk them lames out they dreams bestest thing in fresh louis with the matching jeans and i love the tatted down baby  im your fit can i be yo appetizer  yo just her and me oh  she is on tonight  the baddest in the club i grab that ass when she give me a hug because  ,2008.0,498
546,Fat Joe Featuring J. Holiday,I Won't Tell, baby  you can keep a secret  laughing  coca krills mania  ayy  ayy uhh  uhh  fresh off the runway  pair of white nikes phantom topdrop on that i95 pink seersucker suit  who but i on my way to party at carew ny now i are not got to tell you that them boys pop bottles and mamis lookin like americas top model she says  your earring  look at that thing that is even bigger than the rock on my ring now she got a man  plays for the hawks i like cmon ma  you know me run new york js in the background  put you to bed says he got brains so im lookin ahead then im lookin for bread  i got to eat on these streets shit seventeenfive  bout to holla at gs im a real nigga  real niggas do real things and i can keep a secret is the song that i sing  baby i  i  will not  will not  tell  tell  if you do not want me to because i got a thing for you i will do anything for ya  girl anything for ya  baby i  i  will not  will not  tell  tell  i will never do bad to youu because baby you got it  and you got me i got a thing for ya  a material girl in a material world venus  serena  my cereal girls what you know about havin dinner on a jet make it back before the djs finished with his set now they call me the bird man when them doors ajar ghostride the whip like im from oakland you all it is the crack man and he are not got a shot in the dark the wrist is jacob  earring chapard went to chao for chow is out and order the same thing bills so high they throw in the champagne im a real nigga  real niggas do real things and i can keep a secret is the song that i sing  grown man bi  millionaire frames  perrier rods every day a different chain nigga get ya gear up name another fat guy fly like me and get you right  lay pipe all night like me call you fruity pebbles because you got so many spa bags purple ones  yellow ones  sky blue  the wine bag hermes shiy wherever you lay your eyes at red card  black card  i could buy that louis vuitton im truly the don christian  lou vuitton  the bluish charm im a real nigga  real niggas do real things and i can keep a secret is the song that i sing  joey crack you killin  them with this one j holiday checkin in said this is grown folks music i got a thing for you  yeah see i will not tell  i will not tell  no no ,2008.0,470
547,Rocko,Umma Do Me,ima do me imma do me imma do me you just do you  imma do me imma do me imma do me  you wear reebok  i wear bally you smoke midget  i smoke cali you wear enyce  but i wear louis i dropped six hunnid points on these guccis you really like her  you might wife her i do not like her  so i onenight her you make it sprinkle  i make it tsunami you get chump change  but i get money you like dancin  i just twostep you like to trick off  but i do not do that you do not tote guns  i keep that tooly want to see how it is done watch me do me  you just do you  and what  imma do me  ayy  imma do me  ayy  imma do me  yeah  you just do you  and what  imma do me  okay  imma do me  okay  imma do me  ayy  want to see how it is done then watch me do me  ayy  watch me do me  ayy  watch me do me  ayy  want to see how it is done then watch me do me  yeah  watch me do me  yeah  watch me do me  ayy  ayy  what is that them dolces these here chrome heart you need a key for yours me  my whip autostart man i talk to the car and the car talk back then i step up out the car  watch the car back back  ayy  your money funny  laughing  my money talk while we talking money  look  this how money walk player why you limpin it could be two things  like what  them fifteens or whole stacks in my blue jeans that is last years model  me  im in that new thing black flips  black sack  call  them shoestrings  ay who you with  rocko roll  best thing since the tv pay attention let me show you how to do me  you just do you  and what  imma do me  ayy  imma do me  ayy  imma do me  yeah  you just do you  and what  imma do me  okay  imma do me  okay  imma do me  ayy  want to see how it is done then watch me do me  ayy  watch me do me  ayy  watch me do me  ayy  want to see how it is done then watch me do me  yeah  watch me do me  yeah  watch me do me  ayy  ayy  you like the fo door  me  i just do two  okay  if you are not gettin money  nigga im nothing like you im from the old school  you from the new school my old school cost more than your new school just got a new school  that is what im used to suede around the panoramic equals clear view you in my rearview  yeah you history  skrrt  first to second two seconds i love a six speed i swag it out uhh  felt my swag the shoes match the hat  the hat match my bag these niggas mad  you do not like it nigga sue me want to see how it is done  then watch me do me  you just do you  and what  imma do me  ayy  imma do me  ayy  imma do me  yeah  you just do you  and what  imma do me  okay  imma do me  okay  imma do me  ayy  want to see how it is done then watch me do me  ayy  watch me do me  ayy  watch me do me  ayy  want to see how it is done then watch me do me  yeah  watch me do me  yeah  watch me do me  ayy  ayy ,2008.0,604
548,"DJ Khaled Featuring T-Pain, Trick Daddy, Rick Ross & Plies",I'm So Hood, dj khaled  we the best who  we nigga we the best the runners  i represent the ghetto across the world and you represent the hood  two hands in the sky im so hood  listenn  im so hood i wear my pants below my waist and i never dance when im in this place because you and yo man is plannin to hate im so hood and i got these golds up in my mouth if you get closer to my house then you will know what im talkin bout im out the hood and if you feel me put your hands up hood my hood niggas  can you stand up im so hood if you not from here you can walk it out  walk it out  and you not hood if you do not know what im talkin bout  im im im im im  so  hood  erybody want to motherfuckin know why  i  dress so fly  sit so high bitch  i do it for the hood  bitchass niggas i do it because i could heavy starch in my jeans  fo x in my white tees livin life like a g  that is why these bitchass niggas want to fight me but i are not gon play wit  them  uhuh  i would rather let the ak hit  them tough niggas get fucked up and put on ice for the rest of they life im straight out the hood bruh  see that is what i do it for and my low class ghetto ass  just renewed my ghetto pass  im so hood i wear my pants below my waist and i never dance when im in this place because you and yo man is plannin to hate im so hood and i got these golds up in my mouth if you get closer to my house then you will know what im talkin bout im out the hood and if you feel me put your hands up hood my hood niggas  can you stand up im so hood if you not from here you can walk it out and you not hood if you do not know what im talkin bout  im im im im im  so  hood  yeeah ross yeah fourfive off in the ride  ride  fo blunts for me to get high  high  feel the bump when i ride by  im so hood  i got  them hatin talkin like plies  plies  niggas keep droppin like flies  flies  snitchin are not going cut no time  im so hood  i murder one of you fuck niggas rob you for your last  the north comin mad  im so hood  mo money  mo mayo  the llello in millions i made  them my maybach is mine  my city is mine  i made it ross  im so hood i wear my pants below my waist and i never dance when im in this place because you and yo man is plannin to hate im so hoodand i got these golds up in my mouth if you get closer to my house then you will know what im talkin bout im out the hood and if you feel me put your hands up hood my hood niggas  can you stand up im so hood if you not from here you can walk it out and you not hood if you do not know what im talkin bout  im im im im im  so  hood  damn my po you all can tell her i said it violate me if she want  gon have to come catch me piss test me all you want  imma smoke when im ready pants hangin off me now because my pistol heavy  hood  i are not spoke to you yet dawg  because i are not friendly i drink gnac homey  you all drink crist i like bustit babies  i ont want that bougie bitch i never buy a phantom  28s cannot fit they say im fed bound  they call me high risk imma full bloodied goon  lames make me sick you gettin three or fo birds where im from we call you rich i would like to the the hood homey  you taught how to rip  im so hood i wear my pants below my waist and i never dance when im in this place because you and yo man is plannin to hate im so hoodand i got these golds up in my mouth if you get closer to my house then you will know what im talkin bout im out the hood and if you feel me put your hands up hood my hood niggas  can you stand up im so hood if you not from here you can walk it out and you not hood if you do not know what im talkin bout  im im im im im  so  hood  trick daddy  tpain  rick ross  plies nigga we so hood  im so hood  we the best  dj khaled  florida stand up let us go  hood ,2008.0,826
550,Playaz Circle Featuring Lil Wayne,Duffle Bag Boy,  yeah  weed and syrup til i die  okay  new playaz circle  as a matter of fact  it is gon kill me  bitch because you are not  tell  them  shawty  so get high  tell  them  weezy  or get low  if i do not do nothing imma ball im countin all day like the clock on the wall now go and get your money little duffle bag boy said go and get your money little duffle bag boy  get money i are not ever ran from a nigga and i damn sure are not bout to pick today to start runnin look honey  i are not never ran from a nigga and i damn sure are not bout to pick today to start runnin get money  the beat so hot  the flow is so ice cold walk into the gucci store  honey im home i am on my shit i need a pamper on toilet paper on the side for example homie i  get  money i know you niggas are not heard no shit like this and while you wishing on that falling star im in a foreign car  smoking out with the doors ajar suede sun roof  hanging out the big top we leave the dealership  head to the rim shop you niggas barely dressing  i got thousands piling that is that salad dressing  im on my thousand island wildin  styling  i be i get so much money it is my id  do not try me and if i do not do nuthin imma fuckin ball and i are not bout to start runnin  naw  nigga  naw  if i do not do nothing imma ball im countin all day like a clock on a wall now go and get your money little duffle bag boy said go and get your money little duffle bag boy  get money and i are not ever ran from a nigga and i damn sho are not bout to pick today to start runnin look honey  i say  i are not never ran from a nigga and i damn sho are not bout to pick today to start runnin get money  are not nothing to a boss we ballin when you see us we hear them haters callin they too far off to see us unless they got they glasses on get your bifocal game class is now in session now try to stay focus mane your boy are not good enough style are not hood enough would have could have should have will not do with us true enough need a ho break a ho never nuthin new to us turnin hoes to housewives never been cool with us soon enough all these dealers is going to catch up til then fuck it im winning so imma stack up flows like a river the current is so rapid hit with the ratchet that is how shit happens next time you are yapping make sure it be about big money talk let that lil money walk call me what you want but do not call me for fronts southside i got what you want come holla at me  if i do not do nothing imma ball im countin all day like a clock on a wall said go and get your money little duffle bag boy now go and get your money little duffle bag boy and baby i are not ever ran from a nigga and i damn sho are not bout to pick today to start runnin look honey  i say  i are not never ran from a nigga and i damn sho are not bout to pick today to start runnin get money  and if i do not do nothing imma ball im countin all day like a clock on a wall said go and get your money little duffle bag boy now go and get your money little duffle bag boy  get money and i are not ever ran from a nigga and i damn sho are not bout to pick today to start runnin get money  i are not never ran from a nigga and i damn sho are not bout to pick today to start runnin get money,2008.0,698
551,Lyfe Jennings,Never Never Land, ooh yeah  yeah you know my mama said there is only two things in life that are constant that is change and change  it feels like somethings missing but just do not know it is like im not the same man that i was no more and all these crazy places that i usually know are just not as exciting as they were before i think about you constantly it surprises me how i change my friends are coming down on me saying a playa never changes the game  but those fellas live in  never never land right next to peter pan because nobody wants to grow old  those fellas live in  never never land they will never understand what is it is like to be in love never never land right next to peter pan because nobody wants to grow old  those fellas live in  never never land they will never understand what is it is like to be in love  it feels like somethings moving inside of me my heart is doing backflips in spite of me and there is no place that i would rather be than with you and my kids  my family i think about you constantly you going to be my wife eventually it do not matter what my friends say to me there is no changing my mind so ya will just pray for me  never never land right next to peter pan because nobody wants to grow old  those fellas live in  never never land they will never understand what is it is like to be in love never never land right next to peter pan because nobody wants to grow old  those fellas live in  never never land they will never understand what is it is like to be in love  hold up  wait a minute im a hustler do not be putting my women in it she are not got nothing to do with this she is a deacon she chills in the pulpit  aww  you wrong  dog  i don even need to say no more you are not got the disease but you expect the cure down on your knees praying for that new porsche why she is walking out that door  she is walking out the door  never never land right next to peter pan because nobody wants to grow old  those fellas live in  never never land they will never understand what is it is like to be in love never never land right next to peter pan because nobody wants to grow old  those fellas live in  never never land they will never understand what is it is like to be in love  i do not care what they told ya thirty is not the new twenty it is the same old thirty do not be mad at me  jay im just the messenger  baby im just the messenger,2008.0,483
552,Plies Featuring Jamie Foxx & The-Dream,Please Excuse My Hands, what is happenin baby let ya lil whoa plies tell you what is going on wit it man my hands been gettin me in a lot of trouble lately so  please  excuse  my  hands  they just want to touch they just want to feel  they do not mean no harm baby just excuse  myy haands baby  please  excuse  my  hands  i apologize they have a one track mind  to squeeze on your behind baby just excuse  myy haands please  excuse  my  hands  with my hands i can make you do a lot of thangs have you engagin in some activities you cannot explain leave my fingerprints on every inch yo damn frame wit dis one finger i could make you get off the chain get to lickin and my hands they get they own brain they want to touch ya  they want to rub ya  they want to feel yo frame run my hands through yo hair and go against yo grain let me massage ya baby and help ease yo pain you want to get comfortable take your shorts off i can help you change want to take my hands off but i cannot they jus gon call yo name if i cannot squeeze ya and i cannot hold ya it do not feel the same it are not my fault baby my hands is the one to blame  imma do ya like this and do ya like that i promise you gon like the way i touch on you so jump up in dis benz and let the seat back i promise you gon like da way i feel on you imma do you til yo body say ohh imma do it til yo mouth breathes no more i said excuse my hands she said boy stop playing come make love to yo number one fan  ohh  please  excuse  my  hands  before i kiss ya or make love to ya  i want to touch can you please face the wall you bout to get strip searched my hands talkin to me they want now what is under yo skirt let me be the one who do the honors and help you wit yo shirt my hands do not like to be unemployed they like to work i been told my hands are lil mannish they like to flirt god knows woman the sexy thing you put on this earth my hand cravin yo lil sweet body its gettin worse i want to thank you and your body fo helpin me write this  my hands will never leave yo body baby they so loyal do me a favor look on the dresser and grab that baby oil are not got to be the one that do it my hands gon spoil ya  keep doing it  keep doing it  keep doing it to me keep doing it  keep doing it  i swear i will never leave keep doing it  keep doing it  keep doing it shawty  shawty woke up in the spoot oh yeah the boys on fiire im wit my nigga pliies,2008.0,513
554,Rick Ross Featuring Nelly & Avery Storm,Here I Am, ricky ross  something special right here excuse the marijuana  just tryina enjoy my self we got some gangstas in the house too  i got to bunch of dollars  i can spend them on her now she can be my lady  she can be my lover call me on the late night  get right  he are not acting right every superwoman needs a superman  here i am  sight seein  we might be in the quattroporte or the new white bm home from famu with a gorgeous face next semester  she transfer to florida state cooking like home ec for financial aid i helped her out  she had problems with financial aid remember mean time our finance is straight i even up the doors to the financial estates  ross  she use to fight with her mom til i sat  them both down  now she tight with her moms yeah  i put the ice on her arm now she know she getting sliced  spending nights in milan we still blow weed together cheated on her but we still gon be together put the house on the water  hit the beach whenever she from the north and still cannot believe the weather  i got to bunch of dollars  i can spend them on her now she can be my lady  she can be my lover call me on the late night  get right  he are not acting right every superwoman needs a superman  here i am  here i am  here i go why you looking for the others when you got the best the previous was a test for ya  now ya in the big league a black steinbrenner  who would not want to play for me ya last man was a chump and you can tell  them i said it he was talking loud at first but you can see that he did not you can see i are not sweating hell i will call him up myself and tell him how he can get it naw  please do not confuse me miss im tryna see how i can put you on my christmas list i hope you are not offended by this but i think ya ass fine as shit and that is straight up real talk  all bullshit aside she replied  i  like to do the wild thing actions took place  at my place now my place is her place  i got to bunch of dollars  i can spend them on her now she can be my lady  she can be my lover call me on the late night  get right  he are not acting right every superwoman needs a superman  here i am  more better  more cheddar knocked ya man off the clothes line sweater hoe getter  gorilla fuck chauffeurs  i went and got more killas i rock with niggas like fabolous because to tell the truth  life fabulous but you make it look glamorous because them strapped heels are not for amateurs wrist quite rocky  talk like foxy job like roxy  spark that broccoli walk like aki  that means sexy i will save you  if you let me fly with me  get high as me a lot of alphabets girl im a g time will tell  rolex watches we show stoppers  hoes just watch us  i got to bunch of dollars  i can spend them on her now she can be my lady  she can be my lover call me on the late night  get right  he are not acting right every superwoman needs a superman  here i am,2008.0,590
555,Slim Featuring Yung Joc,So Fly,  slim  hey im on my daily baby what what i know you love me baby  im so fly  im so fly  yeah slim  yung joc  im so high  im so fly  im so high  just stepped out  fresh out the shower got to stay fresh  take about an hour got to get dressed  your boy so clean both of them on  i got the blue jeans fresh pair of shades  ice on my wrist socks to the draws  your boy stay fit im ready  im ready  cannot nobody tell me nothing  im so fly  im so fly  feels like im takin off im so high  im so high  lookin for a shorty to break me off im so fly  im so fly  feels like im takin off im so high  im so high  lookin for a shorty to break me off im so fly  stop by qs  pick my toy top drop down let the haters hear the noise hit that pad and turn that wheel push that rim make it all disappear phone is ringin hit the bluetooth call me on the phone like hey what it do im comin  im comin  and we going to take this over  im so fly  im so fly  feels like im takin off im so high  im so high  lookin for a shorty to break me off im so fly  im so fly  feels like im takin off im so high  im so high  lookin for a shorty to break me off im so fly  as were headin to the club  everybody know what is up through the door  vip all the ladies go with me order drinks  come on in  everybody it is on me showin love  cannot nobody tell me nothing im so fly  she ask me how is the air up there you can catch me on the tree top and this right heres a classic like a pair of reeboks switchin fo lanes in the old school tee top twenty h chop chop choppin up them streets hot lit the club on fire with anything that we drop and make the juicebox wet make the pussy beatbox  yung joc doing the beatbox  she on the hand stand and i love the way she peep out you can tell imma g  you can tell im a g you can tell im a g  she can tell im a g i got the gmail  let us play the g code i touch the g spot  we in the g4 hundred dollar bill  that is a c note you got ten of  them  then that is a g note i check the time ice blocks on my g shop you know who it is slim and yung jizzoc  im so fly  im so fly  feels like im takin off im so high  im so high  lookin for a shorty to break me off im so fly  im so fly  feels like im takin off im so high  im so high  lookin for a shorty to break me off  im so fly  feels like im takin off im so high lookin for a shorty to break me off,2008.0,526
557,T.I. Featuring Rihanna,Live Your Life, miya hee  miya ho  miya hu  miya haha miya hee  miya ho  miya hu  miya haha miya hee  miya ho  miya hu  miya haha miya hee  miya ho  miya hu  miya haha  ay this a special what is happening to all my all my soldiers over there in iraq erybody right here what you need to do is be thankful for the life you got  yknowmsayin stop looking at what you are not got start being thankful for what you do got let us give it to  them baby girl  hey  you are going to be  a shining star in fancy clothes  and fancy cars and then you will see  you are going to go far because everyone knows  just who ya areare so live your life  ayy ayy ayy ayy  you steady chasing that paper just live your life  ohh ayy ayy ayy  are not got no time for no haters just live your life  ayy ayy ayy ayy  no telling where it will take ya just live your life  ohh ayy ayy ayy  because im a paper chaser just living my life  ayy  my life  ohh  my life  ayy  my life  ohh  just living my life  ayy  my life  ohh  my life  ayy  my life  ohh  just living my life  hey  never mind what haters say  ignore  them til they fade away amazing they ungrateful after all the game i gave away safe to say i paved the way for you cats to get paid today you would still be wasting days away now had i never saved the day consider them my protege  homage i think they should pay instead of being gracious  they violate in a major way i never been a hater  still  i love  them in a crazy way some say they sold the yay you know they could not get work on labor day it are not that black and white  it has an area the shade of gray im westside anyway  even if i left today and stayed away some move away to make a way  not move away because they afraid i brought back to the hood  and all you ever did was take away i pray for patience but they make me want to melt they face away like i once made  them spray  now i could make  them put the ks away been thugging all my life  cannot say i do not deserve to take a break you would rather see me catch a case and watch my future fade away  you are going to be  a shining star in fancy clothes  and fancy carars and then you will see  you are going to go far because everyone knows  just who ya areare so live your life  ayy ayy ayy ayy  just live your life  ayy ayy ayy ayy  are not got no time for no haters just live your life  ayy ayy ayy ayy  no telling where it will take ya just live your life  ohh ayy ayy ayy  because im a paper chaser just living my life  ayy  my life  ohh  my life  ayy  my life  ohh  just living my life  ayy  my life  ohh  my life  ayy  my life  ohh  just living my life  im the opposite of moderate  immaculately polished with the spirit of a hustler and the swagger of a college kid allergic to the counterfeit  impartial to the politics articulate  but still i will grab a nigga by the collar quick whoever having problems with their record sales just holler tip if that do not work and all else fails then turn around and follow tip i got love for the game  but ay im not in love with all of it could do without the fame  and rappers nowadays are comedy the hooting and the hollerin  back and forth with the arguing where you from  who you know  what you make and what kind of car you in seems as though you lost sight of what is important when depositing them checks into your bank account  and you up out of poverty your values is a disarray  prioritizing horribly unhappy with the riches because you are piss poor morally ignoring all prior advice and forewarning and we mighty full of ourselves all of a sudden  are not we  you are going to be  a shining star in fancy clothes  and fancy cars and then you will see  you are going to go far because everyone knows  just who ya areare so live your life  ayy ayy ayy ayy  you steady chasing that paper just live your life  ayy ayy ayy ayy  are not got no time for no haters just live your life  ayy ayy ayy ayy  no telling where it will take ya just live your life  ohh ayy ayy ayy  because im a paper chaser just living my life  ayy  my life  ohh  my life  ayy  my life  ohh  just living my life  ayy  my life  ohh  my life  ayy  my life  ohh  just living my life  got everybody watching what i do  come walk in my shoes and see the way im living if you really want to got my mind on my money and im not going awayy so keep on getting your paper  and keep on climbing look in the mirror  and keep on shining  shinin  until the game ends  til the clock stop we gon post up on the top spot living the life  the life in the windmill city got my whole team with me the life  my life i do it how i want to do im living my life  my life i will never lose im living my life  my life and i will never stop it  miya hee  miya ho  miya hu  miya haha miya hee  miya ho  miya hu  miya haha miya hee  miya ho  miya hu  miya haha miya hee  miya ho  miya hu  miya haha  so live your life,2008.0,990
558,Birdman Featuring Lil Wayne,Pop Bottles, start with straight shots and then pop bottles  yeah  flirt with the hood rats then pop models  uhhuh  start with straight shots and then pop bottles  yeah  flirt with the hood rats then pop models okay we popping champagne like we won a championship game look like i got on a championship ring because i ball hard  no bitch  we ball harder i am the birdman  and im the jrah  okay  start with straight shots and then pop bottles pour it on the models  shut up bitch  swallow if you cannot swallow  shut up bitch  gargle straight up out that water with my marc jacobs goggles im fresher than a muhfucker  yep im a muhfucker no i will not take your girl but i will sure take her tongue from her cannot you tell im in love woman  like no other woman oh im sorry sweetheart  i thought you were my other woman my bad  start with straight shots and then pop bottles  yeah  flirt with the hood rats then pop models  uhhuh  start with straight shots and then pop bottles  yeah  flirt with the hood rats then pop models okay we popping champagne like we won a championship game look like i got on a championship ring because i ball hard  no bitch we ball harder i am the birdman  and im the jrah  now as i recline behind my desk i are not got a lot of nikes but i got a lot of checks  money  got my own shoe  brand new on the set went from sitting in a cell  to sitting on a jet from shitting in a cell  to shitting on a jet i lost too many friends  but i won too many bets i made too much money  i are not make enough yet so i scratch  and yes  junior is the best so many niggas from my hood on they back so many niggas from your hood on they back that is why we so paid and it be like that i would rather pop a bottle  before i pop a gat  start with straight shots and then pop bottles  yeah  flirt with the hood rats then pop models  well uhhuh  start with straight shots and then pop bottles  yeah  flirt with the hood rats then pop models okay we popping champagne like we won a championship game look like i got on a championship ring because i ball hard  no bitch  we ball harder i am the birdman  and im the jrah  yeah  only sipping red champagne white tee  red hat  red bandanna uptown  choppers for companions fucking with the birdman  we chopping your companion fucking with my son and we run up in your mansion chopper make music  bitch start dancing stunna man back so you know the circumstances and im cooking up the carter ii  no advances all my cars automated  automatic no lie  we do not even drive no aston uptown  we packing and we stacking young money  cash money  we the champions  start with straight shots and then pop bottles  yeah  flirt with the hood rats then pop models  uhhuh  start with straight shots and then pop bottles  yeah  flirt with the hood rats then pop models okay we popping champagne like we won a championship game look like i got on a championship ring because i ball hard  no bitch  we ball harder i am the birdman  and im the jrah  ya dig,2008.0,576
559,Lloyd Featuring Lil Wayne,Girls Around The World, +  lloyd  all around the world  girls  all around the world this goes out to girls all around the world  i just want to be your man girl  so uh  got to make you understand girl  it is the way you flip your hair and those stylish clothes you wear when you walk into the room  all my partners stopped and stared at you but they just been the usual it is the tattoo on your back and that brand new louie bag with them matching high heels  i cannot help this girls swags the truth and i just want to give her love  oh  girl i  cannot get you off my mind  you are like my favorite song  song  just want to turn you on  and work you all night long because i  oh i  i just want to be your man  i just want to be your man  just to smell your perfume  got me going out my head see you coming see you going  never met someone as bad as you since you are my favorite girl  yeah i know just what you need  to make you look complete this platinum wedding ring  because oh i got a thing for you im a take you around the world  oh baby  ah ha ha  yeah ok im thinking of a master plan nah  im lyin  shorty on my mind shorty like a fryin  pan  and i are not got nothing but sweat inside my hands so i dig into my pocket  all my money is spent but i do not need a cent  because shorty priceless i tell it like this  i been  all around the world  so baby i can take you  all around the world  i roll up  this is a hold up  it is young money man shorty made me smile when are not a damn thing funny heh heh  but still do not nothing move but the money so baby if i move then we move with the money which is my favorite dish but if i taste you that will probably switch and then we will probably switch now im walking up the street  whistling this  2x,2008.0,364
560,Mary J. Blige,Work That,work your thing out work your thing out work your thing out work your thing out  there is so manya girls i hear you been running from the beautiful queen that you could be becoming you can look at my palm and see the storm coming read the book of my life and see ive overcome it just because the length of your hair are not long and they often criticize you for your skin tone want to hold your head high because you are a pretty woman get your runway stride home and keep going girl live ya life  i just want to be myself do not sweat girl be yourself follow me follow me follow me girl be yourself that is why i be myself and im going to love it  let em get mad they going to hate anyway do not you get that does not matter if you are going on with their plan they will never be happy because they are not happy with themselves  na na work what you got im talking bout things that i know na na work what you got it is okay show yourself some love na na work what you got do not worry bout who is saying what it is going to be fine work what you got  feelin great because the lights on me celebrating the things that everyone told me would never happen but god has put his hands on me and are not a man alive could ever take it from me working with what i got i got to keep on taking care of myself i want to live long are not never ashamed what life did to me  was not afraid to change because it was good for me i want to  i just want to be myself do not sweat girl be yourself follow me follow me follow me girl be yourself that is why i be myself and im going to love it  let em get mad they going to hate anyway do not you get that does not matter if you are going on with their plan they will never be happy because they are not happy with themselves  na na work what you got im talking bout things that i know na na work what you got it is okay show yourself some love na na work what you got do not worry bout who is saying what it is going to be fine work what you got  work that work that work that girl do not hold back you just be yourself  na na work what you got im talking bout things that i know na na work what you got it is okay show yourself some love na na work what you got do not worry bout who is saying what it is going to be fine work what you got  work that work that work that girl do not hold back you just be yourself  work that thing out work that thing out work what you got,2008.0,511
