,Artist,Song Title,Lyrics,Year,word_count
214,Ludacris,Splash Waterfalls, +  sandy coffee  ohh ohh ohh say it  make love to me  ohh ohh ohh what  fuck  mee  ohh ohh ohh say it  make love to me  ohh ohh ohh what  fuck  mee  im bout to throw some game  they both one and the same cupids the one to blame  say it  make love to me  im bout to she would some light  because each and every night you got to do it right  what  fuck  mee  they want it nice and slow  kiss  them from head to toe relax and let it go  say it  make love to me  they want it now and fast  grabbin and smackin ass you got to make it last  what  fuck  mee  together holdin hands  you out there spendin grands and makin family plans  say it  make love to me  do not have to straighten facts  do not want no strings attached just scratches on your back  what  fuck  mee  exs are not actin right  and you so glad to fight dinners by candlelight  say it  make love to me  she got a nigga whipped  down to ya fingertips tryin that freaky shit  what  fuck  mee  turn on some babyface  just for your ladys sake you call her babycakes  say it  make love to me  know how to mack a broad  she is on your sack and balls you call her jabberjaws  what  fuck  mee  you bout to buy a ring  she needs the finer things gucci designer frames  say it  make love to me  purchase a nasty flick  wrap up and tie her quick know how to drive a stick  what  fuck  mee  you both unite as one  you the moon and she is your sun your hearts a beating drum  say it  make love to me  you better not of came  she want to feel the pain then hear her scream your name  what  fuck  mee  follow this dicktionary  you are both some visionaries then do it missionary  say it  make love to me  i hear  them call da wild  and do it all the while doggy and froggy style  what  fuck  mee  you in between the sheets  lickin and eatin sweets and what you find you keep  say it  make love to me  you do it standin up  orgasms hand  them up you all just do not give a fuck  what  fuck  mee  you want to tell the world  because she is your favorite girl your diamond and your pearl  say it  make love to me  nobody has to know  just keep it on the low and meet  them right at fo  what  fuck  mee  nothing but fights and fussin  plus there is a lot of cussin just grab ahold of something  say it  make love to me  you all do that bad stuff  she like it rammed up ropes and handcuffs  what  fuck  mee  ,2004.0,475
215,Twista,Overnight Celebrity,  oh you did not think we could do it again twista  kanye west  from po pimping to popping tags from champions to slow jammin  oh baby we can even make you a overnight celebrity know what im saying  come on  why do not we play something these hoes will like drive whips i know they like twista  you told her  right i could make you a celebrity overnight give you ice like kobe wife we sorta like goldie  right the way we mold  them right i could make you a celebrity overnight  girl i see you in them apple bottom jeans chinchilla on your back  i want to know your name girl im twista  i could blow your brains put you in a chameleon 04 range still sexy when you smoke that flame jerk it like a chicken when you throw that thang she got me hotter than a oven the way that she talk switching to freaky so im loving the way that she walk you looking good  girl  you oughta be in pictures listen to me  i see your career going sky high taking you home to the crib in the chi and everytime i see your thighs i cry when i drive by watching you should be a thrill  got the fellas on some johnny gill steady screaming my  my  my  my walk on the carpet with the diamonds that flick in the dark kicking it on the couch at 106  park i can see your beauty on the big screen i can see me freaking you with whipped cream i can see you on stage at the awards with a dress better than jennifers and doing big things kick it with me i can mold your life you looking good girl  show you right dre told me you the prototype i can make you a celebrity overnight  why do not we play something these hoes will like drive whips i know they like twista  you told her  right i could make you a celebrity overnight give you ice like kobe wife we sorta like goldie  right the way we mold  them right i could make you a celebrity overnight why do not we play something these hoes will like drive whips i know they like twista  you told her  right i could make you a celebrity overnight give you ice like kobe wife we sorta like goldie  right the way we mold  them right i could make you a celebrity overnight  you want fame  you can take that path candlelights fore you take a bath you got such a sensational ass imma get you jimmy choo and marc jacob bags i can cop her a 2003 make her smile when she sees spres i can get you on cds and dvds take you to bebes and bcbg i can get you into places to be into the people to know or show you things to get into i want to be your lover and your confidant and protect you from others  do not ever let a brother pimp you if you want the style  you can get ya girl you all take a look at her  she got such an astonishing body i can see ya in some gucci or robert cavalli and i bet she gon put a hurt on  them hard in the party and you know you kill  them in the club we go you was born to be a pro  how you know who is taking photos and i love you because you freaky with the door closed drop it to the flo  let that go when you roll slow and i love it when i hit it from the back and you get on top of me and have a brother going ohoh girl i love how you roll me right i can make you a celebrity overnight  why do not we play something these hoes will like drive whips i know they like twista  you told her  right i could make you a celebrity overnight give you ice like kobe wife we sorta like goldie  right the way we mold  them right i could make you a celebrity overnight  you see  see baby girl you see how you make a brother break down i just got to ask you  what you need what you need from me  oh you want to be a star are you messing with the right one i can take you there  i can make sure you have got all the finest things let me be your manager  come here girl  i could see you bored tell you you are the queen that i see you for take you shopping on sprees in stores imma get you to the mtv awards we about to do a show tonight you looking good girl  show you right take you places i know you like i could make you a celebrity overnight come here girl  you could hang if you bored we could do plenty things plus more im about to have you changing in stores i can even get you to the soul train awards we about to do a show tonight you looking good girl  show you right take you places i know you like i could make you a celebrity overnight,2004.0,885
217,Avant,Read Your Mind, listen  i been waiting to tell you this you are more than a man could ever want wait a minute  just let me listen  bomp  bompbomp  bompbompbomp  mm bomp  bompbomp  bompbomp  mm yeahyeah  yeah  yeahh bomp  bompbomp  bompbompbomp  mm bomp  bompbomp  bompbomp  mm yeah  babe  i stepped in the club in your hood i slowly turned left and there you stood you and your friends talking but when our eyes connect  i knew then it was just like twoways on beam im your king  be my queen and what do you want to do tonight my truck is parked out front  so let us ride  i can read your mind  babe  ohh  i know what you are thinking  i know what you are thinkin  babe  it is alright  with me  baby  it is alright  yes i can read your mind  babe  i can  i know what you are thinking  i know what you are thinkin  baby  it is alright  with me  yeah  yeah  it is alright  yes  so  baby  take a ride with me and i will fulfill all your fantasies and when the rain starts pouring down then all the love that is lost will be found i will make your mind lose control over your body  that is my goal so  baby  just come down here just let the gravity pull you near  i can read your mind  babe  i can  i know what you are thinking  i know what you are thinkin  it is alright  can you feel me yeah  it is alright  yes  ooh  baby  i can read your mind  babe  just me and you right now  i know what you are thinking  i got an idea  babe  yeah  it is alright  ohh  yeah  it is alright  yes  i know you want to rub i know you want to touch i know you want to feel so  baby  keep it real i know you want to see i know you want to be in my bed  grinding slowly i know you want to rub i know you want to touch i know you want to feel so  baby  keep it real i know you want to see i know you want to be in my bed  grinding slowly  i can read your mind  babe  i can read it  i know what you are thinking  and i know  it is alright  you see  i know  that you know  because i can feel it too  babe  it is alright  yes i can read your mind  babe  just me and you  yeah  i know what you are thinking  i know  yeah  it is alright  ohh  ohh  yes  it is alright  yes  i want to love  baby  that is what i want to do to you  i want to feel you  if you come  if you come  i want to love  baby  oh  ohh  ohoh  yeah  i want to feel you  i want to feel you  girl  i want to love  baby  come on and go with me  i want you to stay with me  i want to feel you  because it is alright with me  listen  baby  come on and go with me  i want to love  baby,2004.0,529
218,R. Kelly,Step In The Name Of Love, many lovers has come  and many lovers have gone similar to an old fashion song  a thousand years from now we will be still putting it down my baby  you can change the frame but the picture remains the same similar to the sun after the rain  thousand years from now  we will be still putting it down my baby  baby girl in other words for ever more i will be here  i will be here  because  my whole has been full of joy every since you came heregirl  my whole world goes around because you spin me yeah  spin me  and every time we are done making love girl you makes me want to  some believes in love and some people do not similar to a story  when it is told a thousand years from now we will be still putting down my baby some have cross the finish line and some gave up it is like moving a mountain love can be just that tough yeah  a thousand years from now  we will be still putting it down  my baby  baby girl in other words for ever more i will be here  i will be here  because my whole has been full of joy since you came heregirl  my whole world goes around because you spin me yeah  spin me  and every time we are done making love girl you makes me want to  now we going to play a little game and this game is for all of those who know how to follow the rules of this game aight listen when i sing  i want everybody out there to do what ever i sing aight come on here we go  step step side to side round and round  dip it now separate  bring it back let me see you do the love slide  step step side to side round and round  dip it now separate  bring it back let me see you do the love slide  my whole world goes around because you spin me yeah  spin me  and every time we are done making love girl you makes me want to my whole world goes around because you spin me yeah  spin me  and every time we are done making love girl you makes me want to  listen  love brought us together so keep on stepping because loves going to last forever  clap in the name of love let us step out  hit the club djs rocking that song for us if anybody ask  why we are stepping tell them that we did it for love  dedicated to uncle henry lovethank you ohh  i love you thank you,2004.0,443
219,Kanye West Featuring Syleena Johnson,All Falls Down, oh  when it all  it all falls down yeah  this the real one  baby im telling you all  it all falls down uh  chitown  stand up oh  when it all  it all falls down southside  southside we gon set this party off right im telling you all  it all falls down westside  westside we gon set this party off right oh  when it all  man  i promise  she is so selfconscious she has no idea what she doing in college that major that she majored in do not make no money but she will not drop out  her parents will look at her funny now  tell me that are not insecurr the concept of school seems so securr sophomore  three yurrs  are not picked a carurr she like  fuck it  i will just stay down hurr and do hair because that is enough money to buy her a few pairs of new airs  because her baby daddy do not really care she is so precious with the peer pressure could not afford a car  so she named her daughter alexis she had hair so long that it looked like weave then she cut it all off  now she look like eve and she be dealing with some issues that you cannot believe single black female addicted to retail  and well  oh  when it all  it all falls down and when it falls down  who you gon call now im telling you all  it all falls down cmon  cmon  and when it falls down oh  when it all  man  i promise  im so selfconscious that is why you always see me with at least one of my watches rollies and pashas done drove me crazy i cannot even pronounce nothing  pass that versaysee then i spent four hundred bucks on this just to be like  nigga  you are not up on this and i cannot even go to the grocery store without some ones that is clean and a shirt with a team it seem we living the american dream but the people highest up got the lowest selfesteem the prettiest people do the ugliest things for the road to riches and diamond rings we shine because they hate us  floss because they degrade us we tryna buy back our 40 acres and for that paper  look how low we will stoop even if you in a benz  you still a nigga in a coupe  oh  when it all  it all falls down come on  come on im telling you all  it all falls down and when it falls down  who you gon call now oh  when it all  it all falls down come on  come on im telling you all  it all falls down and when it all falls down  i say  fuck the police  that is how i treat  them we buy our way out of jail  but we cannot buy freedom we will buy a lot of clothes  but we do not really need  them things we buy to cover up what is inside because they made us hate ourself and love they wealth that is why shortys hollerin  where the ballers at drug dealer buy jordan  crackhead buy crack and the white man get paid off of all of that but i are not even gon act holier than thou because fuck it  i went to jacob with 25 thou before i had a house and i would do it again because i want to be on 106  park  pushing a benz i want to act ballerific like it is all terrific i got a couple pastdue bills  i will not get specific i got a problem with spending before i get it we all selfconscious  im just the first to admit it  oh  when it all  it all falls down cmon  cmon and when it falls down  who you gon call now im telling you all  it all falls down cmon cmon  and when it falls down oh  when it all  it all falls down southside  southside we gon set this party off right im telling you all  it all falls down westside  westside we gon set this party off right oh when it all  it all falls down chitown  chitown we gon show  them how we get down im telling you all  it all falls down now  syleena  you just like a safe belt  you saved my life cmon oh when it all  it all falls down im telling you all  it all falls down  ,2004.0,750
220,Jagged Edge,Walked Outta Heaven, im rolling down a lonely highway asking god to please forgive me for messing up the blessing he gave to me  i see  everything clearer now the nights is black as  black as its ever been without my girl  im going to lose it i pray that he would just she would his grace on me i need just to be back with my baby  feels like i just walked right out of heaven feels like i have damn near thrown my life away  hey yea yea scared  just like a child that is lost at seven do not know what to do  get back right wit you feels like i just walked right out of heaven feels like i have damn near thrown my life away  hey yea yea scared  just like a child that is lost at seven do not know what to do  feels like i just walk right out of heaven  see my mama told me that is if its meant to be she will come back and she will forgive me and the best thing i can do it to just let her  let her go i know  i do not want to do it but if i continue to push she will just pull away and i know that in my heart its a reality i did not treat her like she wanted to be treated and i hope that she is not gone for good no no  feels like i just walked right out of heaven feels like i have damn near thrown my life away  hey yea yea scared  just like a child that is lost at seven do not know what to do  get back right wit you feels like i just walked right out of heaven feels like i have damn near thrown my life away  hey yea yea scared  just like a child that is lost at seven do not know what to do  feels like i just walk right out of heaven  hey girl waiting for you all the time suppose to move on with my life  and girl i tried and i tried i feel like i cannot walk  i feel like i cannot talk girl i do not know what to do get back right with you i feel like i just walked outta heaven  if you ever loved somebody and if you ever had somebody but you know that you hurt that somebody let me here you say yea  feels like i just walked right out of heaven feels like i have damn near thrown my life away  hey yea yea scared  just like a child that is lost at seven do not know what to do  get back right wit you feels like i just walked right out of heaven feels like i have damn near thrown my life away  hey yea yea scared  just like a child that is lost at seven do not know what to do  feels like i just walk right out of heaven,2004.0,504
223,Ying Yang Twins Featuring Lil Jon & The East Side Boyz,Salt Shaker, shawty crunk on the floor wide open skeet so much they call her billy ocean roll like an 18wheeler that ho fine  but this ho a killer she is leaking she is soaking wet she leaking soaking wet shake it like a salt shaker  shake it like a salt shaker  shake it like a salt shaker  shake it like a salt shaker  ppopping till you percolate first booty on duty  no time to wait make it work  with your wet tshirt bitch you got to shake it till your calf muscle hurt say the heels on your feet  strap around your ankles jegga jegga jegga call that bitch bojangles juicy like fruit or douche like coup deville lucy get loose on the goose for real five dollars get your ass a table dance if you got 10 then bring a friend ho shake your ass till the song end if you are not wit it  well go on  then we are not no boys  we grown men if you are not going to dance  well do not then why you want to waste a niggas song  then sitting your ass down doing nothing  shawty crunk on the floor wide open skeet so much they call her billy ocean roll like an 18wheeler that ho fine  but this ho killer she is leaking she is soaking wet she leaking soaking wet shake it like a salt shaker  shake it like a salt shaker  shake it like a salt shaker  shake it like a salt shaker  face the wall shawty  put your hands on it bounce that ass up  down  make a nigga want it face the wall shawty  put your hands on it bounce that ass up  down  make a nigga want it roll that ass round  round like a motherfucking wheel shake that shit  this are not no motherfuckin drill roll that ass round  round like a motherfucking wheel shake that shit this are not no motherfucking drill get crunk with  get loose with it like short said let bruce bruce hit it get crunk with it  get loose with it like short said let bruce bruce hit it shake that ass real fast then stop shake that ass real fast then stop shake that ass real fast then drop shake that ass real fast then drop  shawty crunk on the floor wide open skeet so much they call her billy ocean roll like an 18wheeler that ho fine  but this ho a killer she is leaking she is soaking wet she leaking soaking wet shake it like a salt shaker  shake it like a salt shaker  shake it like a salt shaker  shake it like a salt shaker  shake it like a dollar  5  or 10 but what would you do for a twenty twen get on the stage shake that ass  then get on the pole do a backbend i like that do it again heres another 10 bitch  do it again work it like a game that you playing to win make that pussy fart for the ying yang twins  16 bitches in thongs in 1 club the home of the thick  redbones and big butts game spitting bitches splitting all on the floor bonafide  cannot deny it  certified pro on the pole upside down  is she for real  69ed plenty of times to pay her bills by day she is a clerk  by night she turn stripper you are not even dating you just trying so you can tip her  shawty crunk on the floor wide open skeet so much they call her billy ocean roll like an 18wheeler that ho fine  but this ho a killer she is leaking she is soaking wet she leaking soaking wet shake it like a salt shaker  shake it like a salt shaker  shake it like a salt shaker  shake it like a salt shaker ,2004.0,646
224,Usher And Alicia Keys,My Boo, there is always that one person that will always have your heart you never see it coming because you are blinded from the start know that you are that one for me  it is clear for everyone to see oh baby  ooh you will always be my boo see  i do not know bout you all  but i know about us and  uh it is the only way we know how to rock i do not know bout you all  but i know about us and  uh it is the only way we know how to rock  do you remember  girl i was the one who gave you your first kiss because i remember  girl i was the one who said  put your lips like this even before all the fame and people screaming your name girl  i was there when you were my baby  it started when we were younger  you were mine  my boo  now another brothers taken over  but it is still in your eyes  my boo  even though we used to argue  it is alright  my boo  i know we have not seen each other in a while but you will always be my boo i was in love with you when we were younger  you were mine  my boo  and i see it from time to time  i still feel like  my boo  and i can see it no matter how i try to hide  my boo  and even though there is another man who is in my life you will always be my boo  yes  i remember  boy because after we kissed  i could only think about your lips yes  i remember  boy the moment i knew you were the one i could spend my life with even before all the fame and people screaming your name i was there and you were my baby  it started when we were younger  you were mine  my boo  now another brothers taken over  but it is still in your eyes  my boo  even though we used to argue  it is alright  my boo  i know we have not seen each other in a while but you will always be my boo i was in love with you when we were younger  you were mine  my boo  and i see it from time to time  i still feel like  my boo  and i can see it no matter how i try to hide  my boo  and even though there is another man who is in my life you will always be my  oh  my oh  my oh  my oh  my  my boo my oh  my oh  my oh  my oh  my boo  it started when we were younger  you were mine  my boo  now another brothers taken over  but it is still in your eyes  my boo  even though we used to argue  it is alright  my boo  i know we have not seen each other in a while but you will always be my boo  i do not know about you all  but i know about us and  uh it is the only way we know how to rock i do not know about you all  but i know about us and  uh it is the only way we know how to rock it started when we were younger my boo,2004.0,555
225,Monica,U Should've Known Better, i did not ask to go with you to mexico i really did not need the shopping spree in la or melrose boy  if you did not know it  well  now you know i did not need the furs or the jewelry because material things  it do not mean much to me and ever since you have been gone ive been holding us down  on my own and no  i never ever cheated  i never ever lied so you can stop askin  asking me why why i never left you and why i kept it real and why im still with you  you should have known better than to think i would leave you should have known better than to doubt me  me  it do not matter if you are up matter if you are down either way  im going to be around you should have known that i would stay by your side should have known your girl was going to ride or die and it just do not matter if you are rich or poor  out or in doing 5 to 10 you should have known better  what makes you think that i would forget about ya think about it  who comes to see ya every saturday and monday i was on that receiver it is me  me  your girl  girl  your life  life  your world  world  my family and friends  they just do not understand they say  i should leave you alone but i say  that they all should just leave us alone do not you get it  i never ever cheated  i never ever lied so you can stop askin  asking me why why i never left you and why i kept it real and why im still with you  you should have known better than to think i would leave you should have known better  do not you doubt me  than to doubt me it do not matter if you are up matter if you are down either way  im going to be around you should have known that i would stay by your side should have known your girl was going to ride or die and it just do not matter  do not matter to me  babe  if you are rich or poor  out or in doing 5 to 10 you should have known better  you should have known better than to think i would leave you should have known better than to doubt me it do not matter if you are up matter if you are down either way  im going to be around you should have known that i would stay by your side should have known your girl was going to ride or die and it just do not matter if you are rich or poor  out or in doing 5 to 10 you should have known better,2004.0,477
226,Nelly Featuring Jaheim,My Place, i used to pride myself on being the other man but now it is flipped and i do not want you with no other man why cannot you understand that anything im offering i gave you the world  but you just wanted arguing from the time i picked you up  until the time i dropped you off again even if flipped out on at the mall again it is all his fault again  that is what you are telling all your friends i are not pointing fingers ma  i just want to call again see how your day going i know they stressing on you i know them times get hard that is why im checking on you it is yours truly ma  i got a little message for you anything he can do  girl i can do better for you  because  when we laugh or we cry  it is together through the rain and the stormiest weather we gon still be as one  it is forever it is forever  it is forever  will not you come on and go with me  come and go with me  oh girl  come on over to my place  my place  my place  will not you sit yourself down and take a seat and let me ease your mind girl  we gon do it our way  our way  i heard your friend tell a friend that told a friend of mine that you was thinking that we should do it one more time if this are not the truth then hopefully it is not a lie because i are not got no issue with hitting that another time we never had a problem with getting it done disagreed upon a lot ma  but the sex was not one now check it i know you get excited  still  when i come around and bite it  girl  quit frowning up and quit acting like you do not like it  i like it  i know you like  i like it  you really like it  i really  really like it  i want it  i know you want it  adore it  adore it  so come let me enjoy it  when we laugh or we cry  it is together through the rain and the stormiest weather we gon still be as one  it is forever it is forever  it is forever  will not you come on and go with me  come and go with me  oh girl  come on over to my place  my place  my place  will not you sit yourself down and take a seat and let me ease your mind girl  we gon do it our way  our way  shorty  where you been feels like a long time long  long time since i seen you yes it has  girl and i know i said some fuckedup things to you before but girl you know i did not mean it  im sorry  i never meant one single word if i could take back every word i would and more for sure if i thought that you would believe it  would you believe it  hey  girl  because you make my life so convenient for me  when we laugh or we cry  it is together through the rain and the stormiest weather we gon still be as one  it is forever it is forever  it is forever  will not you come on and go with me  come and go with me  oh girl  come on over to my place  my place  my place  will not you sit yourself down and take a seat and let me ease your mind girl  we gon do it our way  our way  i like it  i know you like  i like it  you really like it  i really  really like it  i want it  i know you want it  adore it  adore it  so come let me enjoy it  i like it  i know you like  i like it  you really like it  i really  really like it  i want it  i know you want it  adore it  adore it  so come let me enjoy it  when we laugh or we cry  it is together through the rain and the stormiest weather we gon still be as one  it is forever it is forever  it is forever when we laugh or we cry  it is together through the rain and the stormiest weather we gon still be as one  it is forever it is forever  it is forever  shorty  where you been feels like a long time long  long time since i seen you yes it has  girl and i know i said some fuckedup things to you before but girl you know i did not mean it i never meant one single word if i could take back every word i would and more for sure if i thought that you would believe it hey  girl  because you make my life so convenient for me,2004.0,822
228,Akon Featuring Styles P.,Locked Up, locked up  they will not let me out and i had a long day in court  shit stress me out will not give me a bail  they cannot get me out now im heading to the county  got to do a bid here i used to living luxurious  i do not want to live here the walls is gray  the clothes is orange the phones is broke  the food is garbage lotta niggas is living with these circumstances sps the same  i still merk your manses drug money to rap money  work advances niggas ran and told  i should have merked to kansas got popped for a murder attempt knock me on dblock when i was burning the hemp had a brick in the stash hope they do not take it to a further extent locked up and they will not let me out when i hit my cellblock  niggas know the dread be out  im steady trying to find a motive why do what i do the freedom are not getting no closer no matter how far i go my car is stolen  no registration the cops patrolling and now they done stopped me and i get locked up  they will not let me out they will not let me out im locked up  they will not let me out no  they will not let me out im locked up  they will not let me out they will not let me out im locked up  they will not let me out no  they will not let me out  heading up town to reup back with a couple kis the corner blocks on fire undercovers dressed as fiends making so much money products moving fast put away the stash as i sold the last bag fucked around and got locked up  they will not let me out they will not let me out im locked up  they will not let me out no  they will not let me out im locked up  they will not let me out they will not let me out im locked up  they will not let me out no  they will not let me out  now that im locked up i rep two sets so ima ryde or die and stay dblocked up two toothbrushes up  whoever want it with p when i walk by  nigga  get up because im locked up  they cannot get me out i smoke a stick of haze when they stress me out go and hit the bar when the wrecks be out cannot wait for the day when they let me out  because visitation no longer comes by it seems like they forgot about me commissary is getting empty my cellmates getting food without me i cannot wait to get out and move forward with my life got a family that loves me and wants me to do right but instead im here locked up  they will not let me out they will not let me out im locked up  they will not let me out no  they will not let me out im locked up  they will not let me out they will not let me out im locked up  they will not let me out no  they will not let me out  because im locked up where is my lawyer get me out of here baby  im locked up where is my niggas on the block tell them im locked up im locked up can you please accept my phone call,2004.0,584
229,R. Kelly,Happy People, ladies and gentlemen this here is another one for the steppas dj wayne williams put the record on whooa oh whoa oh whoa oh woah yeah  whoa yeah whooa oh whoa oh whoa oh woah yeah  whoa  whoa  tell me  what do we do  when the djs playing our favorite groove we step  to when  the whole night through and what do we do  when we all dressed up and in the mood we step  to what  a steppas groove where do we go soon as the weekend gets here the club  why  to party and have some fun what is it is that  can come and take away all your stress tell me  music  no further questions  you have passed my test  happy people  yeah  yeah  yeah  yeah  keeps the world turnin  turnin oh i believe that  happy people  yeah  yeah yeah  yeah  keep us dancin  dancin  dancin happy people  yeah  yeah  yeah  yeah  keep us steppin  keep us steppin  steppin happy people  yeah  yeah  yeah  yeah  keeps us groovin  groovin  groovin  tell me  now what do you do  when the feeling has come over you you let go  and what  let it take control and what do you say  when the gentleman ask you to dance you say yes  and then  get on the dancefloor even when it seems with going through some hard times what do we do keep smiling  because we know  we are going to make it through what is it is that  can come and take away all your stress tell me  music  no further questions  you have passed my test  happy people  yeah  yeah  yeah  yeah  keeps the world turnin  turnin oh i believe that  happy people  yeah  yeah yeah  yeah  keep us dancin  dancin  dancin happy people  yeah  yeah  yeah  yeah  keep us steppin  keep us steppin  steppin happy people  yeah  yeah  yeah  yeah  keeps us groovin  groovin  groovin  i just want to get dressed and go out  yeah  i want to get dressed  i want to go out can you tell me where the spot is where the party is all night  and everybodys havin a good time i want to get nice  i want to get loud can you tell me where the spot is come on and take me to that place  where there are not nuthin but happy whooa  happy  happy  happy  happy people  yeah  yeah  yeah  yeah  keeps the world turnin  turnin oh i believe that  happy people  yeah  yeah yeah  yeah  keep us dancin  dancin  dancin happy people  yeah  yeah  yeah  yeah  keep us steppin  keep us steppin  steppin happy people  yeah  yeah  yeah  yeah  keeps us groovin  groovin  groovin  uhuhuh  alright  uhhuh now if you want to step  you got to play it by the rules you got to do what i do  when i do  what i do if you want to step  you got to play it by the rules you got to do what i do  when i do  what i do now  step to the left  step to the right spin around and bring it down tonight bring it on up  move in close let me see you and your partner stroke step to the left  step to the right spin around and bring it down tonight bring it on up  move in close let me see you and your partner stroke step to the left  step to the right spin around and bring it down tonight bring it on up  move in close let me see you and your partner stroke step to the left  step to the right spin around and bring it down tonight bring it on up  move in close let me see you and your partner stroke  brake it down ya  brake it down all the way to the ground happy people baby  happy people baby happy people baby  happy people baby and bring it up  bring it up and tell ya all  standing up happy people baby  happy people baby happy people baby  happy people baby  laughing  wayne williams  keep the groove right there baby we going to have some fun  uhuh  chocolate factory my people  now we all know no matter how much i sing about happy people and all of those good things is still gon be somebody out there what i do right  right  right  damn right  but that is ok  because this album we gon change things with this album because i know in my heart that there is way more people out there loving then it is hating hey deborah  yeah  huh  oh yeah  haha well there is people with love in their hearts that is positive and feels real good about themselves and love themselves i want ya will repeat after me  and maybe those few haters  they will tag along ay ya will ready  yeah  come on one  two  three now first of all love god  love god  love myself  love myself  love one another  love one another  no matter what the color  no matter what the color  respect that woman  respect that woman  respect that man  respect that man  you see a person down  you see a person down  then give them a hand  then give them a hand  hit the health club  hit the health club  evry now and then  evry now and then  put a smile on your face  put a smile on your face  and make a friend  and make a friend  stop that hating  stop that hatin  and negativity  and negativity  love your neighbor  love your neighbor  said the powers that be  said the powers that be  if you are going through something  if you are going through something  do not take it out on me  do not take it out on me  just ask god to fix it  just ask god to fix it  now be happy  now be happy  happy people baby  crowd cheering  r kelly adlibs til fade ,2004.0,988
230,Lloyd Banks,On Fire, new york city you are now rocking with the best lloyd banks gunit  we on fire up in here  it is burning hot we on fire shorty take it off if it get to hot  up in this spot we on fire tear the roof off this motherfucker  light the roof on fire nigga what you say we get loose in this motherfucker  light the roof on fire fire fire  now i are not putting nothing out  i smoke when i want to 26inch chrome spokes on the hummer this heat gon last for the whole summer running your bitch faster then the road runner rocks on my wrist  rolls gold under glocks on my hip  those throw thunder im buying diamond by the pier but when you stop  the only thing still spinning is your ear yeah  im riding with that all black snub raiders cap back  all black gloves im 80s man  but the boy smack thugs these record sales equal more back rubs not to mention i bought a pack of clubs his impacts about as raw as crack was now all these new artists getting raw deals im only 21  sitting on mills  if you know anything about me  then you know im a baller if i are not hit the first night  i are not gon call her im trying to play  you trying to have my daughter but i cannot blame her for what her momma taught her and i do not care bout what the next nigga bought her because i are not putting no baguettes in her butter i got a diamond about as clear as water and i got bread  but i are not spend quarters so cut the games ma  let us go in the back matter fact  turn your ass round  back a nigga down and i are not bias when im riding through the town like em small  like em tall  like em black  like em brown she got to be able to come when i need her tight ass pants  little wife beater regular chick or rb diva bitch say something  i are not a mind reader  ,2004.0,360
233,Kanye West,Through The Wire,  yo  gee  they cannot stop me from rappin  can they can they  hop  through the fire  to the limit  to the wall for a chance to be with you  i would gladly risk it all through the fire  through whatever  come what may for a chance at loving you  i would take it all the way right down to the wire  even through the fire  i spit it through the wire  man there is too much stuff on my heart right now  man i would gladly risk it all right now it is a lifeordeath situation  man you all  you all do not really understand how i feel right now  man it is your boy  kanye to the chitown  what is going on  i drink a boost for breakfast  an ensure for dessert somebody ordered pancakes  i just sip the sizzurp that right there could drive a sane man berserk not to worry  mr htotheizzos back to wizzerk how do you console my mom or give her light support telling her her sons on life support and just imagine how my girl feel on the plane scared as hell that her guy look like emmett till she was with me before the deal  she would been tryna be mine she a delta  so she would been throwing that dynasty sign no use in me tryna be lyin  i been tryna be signed trying to be a millionaire  how i used two lifelines in the same hospital where biggie smalls died the doctor said i had blood clots  but i are not jamaican  man story on mtv and i are not tryna make a band i swear  this right here  history in the makin  man  through the fire  to the limit  to the wall for a chance to be with you  i would gladly risk it all through the fire  through whatever  come what may for a chance at loving you  i would take it all the way right down to the wire  even through the fire  i really apologize for everything right now if it is unclear at all  man they got my mouth wired shut for like i dunno  the doctor said like six weeks yknow  he had  i had reconstructive surgery on my jaw i looked in the mirror and half my jaw was in the back of my mouth  man i could not believe it but im still here for you all right now  man this what i got to say right here  dawg yeah  turn me up  yeah  uh  what if somebody from the chi that was ill got a deal on the hottest rap label around but he was not talking bout coke and birds it was more like spoken word  cept he is really putting it down and he explained the story bout how blacks came from glory and what we need to do in the game good dude  bad night  right place  wrong time in the blink of a eye  his whole life changed if you could feel how my face felt you would know how mase felt  mason betha  thank god i are not too cool for the safe belt i swear to god  driver two want to sue i got a lawyer for the case  to keep what is in my safe safe my dawgs could not tell if i i looked like tom cruise in vanilla sky  it was televised there is been an accident like geico they thought i was burnt up like pepsi did michael i must got a angel  because look how death missed his ass unbreakable  what  you thought they would call me mr glass look back on my life like the ghost of christmas past toys r us where i used to spend that christmas cash and i still will not grow up  im a grownass kid swear i should be locked up for stupid shit that i did but im a champion  so i turned tragedy to triumph make music that is fire  spit my soul through the wire  through the fire  to the limit  to the wall for a chance to be with you  i would gladly risk it all through the fire  through whatever  come what may for a chance at loving you  i would take it all the way right down to the wire  even through the fire  yknow what im sayin when the doctor told me i had  um that i was going to have to have a plate in my chin  i said dawg  do not you realize i will never make it on a plane now it is bad enough i got all this jewelry on you cannot be serious  man,2004.0,783
